SCHOOL YEAR,SECTOR,REGION,GRADE LEVEL,GENDER,NUMBER OF ENROLLEES
2016-2017,SUCSLUCS,REGION 3,GRADE 7,FEMALE,  623 
2016-2017,SUCSLUCS,REGION 4A,GRADE 7,FEMALE,  398 
2016-2017,SUCSLUCS,REGION 4B,GRADE 7,FEMALE,  281 
2016-2017,SUCSLUCS,REGION 5,GRADE 7,FEMALE,  274 
2016-2017,SUCSLUCS,REGION 6,GRADE 7,FEMALE,  460 
2016-2017,SUCSLUCS,REGION 7,GRADE 7,FEMALE,  140 
2016-2017,SUCSLUCS,REGION 8,GRADE 7,FEMALE,  327 
2016-2017,SUCSLUCS,REGION 9,GRADE 7,FEMALE,  251 
2016-2017,SUCSLUCS,REGION 10,GRADE 7,FEMALE,  658 
2016-2017,SUCSLUCS,REGION 11,GRADE 7,FEMALE,  -   
2016-2017,SUCSLUCS,REGION 12,GRADE 7,FEMALE,  296 
2016-2017,SUCSLUCS,CARAGA,GRADE 7,FEMALE,  64 
2016-2017,SUCSLUCS,BARMM,GRADE 7,FEMALE,"  2,501 "
2016-2017,SUCSLUCS,CAR,GRADE 7,FEMALE,  280 
2016-2017,SUCSLUCS,NCR,GRADE 7,FEMALE,  184 
2016-2017,SUCSLUCS,REGION 1,GRADE 8,FEMALE,  342 
2016-2017,SUCSLUCS,REGION 2,GRADE 8,FEMALE,  33 
2016-2017,SUCSLUCS,REGION 3,GRADE 8,FEMALE,  553 
2016-2017,SUCSLUCS,REGION 4A,GRADE 8,FEMALE,  302 
2016-2017,SUCSLUCS,REGION 4B,GRADE 8,FEMALE,  233 
2016-2017,SUCSLUCS,REGION 5,GRADE 8,FEMALE,  289 
2016-2017,SUCSLUCS,REGION 6,GRADE 8,FEMALE,  460 
2016-2017,SUCSLUCS,REGION 7,GRADE 8,FEMALE,  132 
2016-2017,SUCSLUCS,REGION 8,GRADE 8,FEMALE,  294 
2016-2017,SUCSLUCS,REGION 9,GRADE 8,FEMALE,  236 
2016-2017,SUCSLUCS,REGION 10,GRADE 8,FEMALE,  582 
2016-2017,SUCSLUCS,REGION 11,GRADE 8,FEMALE,  -   
2016-2017,SUCSLUCS,REGION 12,GRADE 8,FEMALE,  212 
2016-2017,SUCSLUCS,CARAGA,GRADE 8,FEMALE,  83 
2016-2017,SUCSLUCS,BARMM,GRADE 8,FEMALE,"  2,474 "
2016-2017,SUCSLUCS,CAR,GRADE 8,FEMALE,  267 
2016-2017,SUCSLUCS,NCR,GRADE 8,FEMALE,  212 
2016-2017,SUCSLUCS,REGION 1,GRADE 9,FEMALE,  282 
2016-2017,SUCSLUCS,REGION 2,GRADE 9,FEMALE,  58 
2016-2017,SUCSLUCS,REGION 3,GRADE 9,FEMALE,  509 
2016-2017,SUCSLUCS,REGION 4A,GRADE 9,FEMALE,  271 
2016-2017,SUCSLUCS,REGION 4B,GRADE 9,FEMALE,  229 
2016-2017,SUCSLUCS,REGION 5,GRADE 9,FEMALE,  389 
2016-2017,SUCSLUCS,REGION 6,GRADE 9,FEMALE,  461 
2016-2017,SUCSLUCS,REGION 7,GRADE 9,FEMALE,  132 
2016-2017,SUCSLUCS,REGION 8,GRADE 9,FEMALE,  308 
2016-2017,SUCSLUCS,REGION 9,GRADE 9,FEMALE,  265 
2016-2017,SUCSLUCS,REGION 10,GRADE 9,FEMALE,  559 
2016-2017,SUCSLUCS,REGION 11,GRADE 9,FEMALE,  -   
2016-2017,SUCSLUCS,REGION 12,GRADE 9,FEMALE,  260 
2016-2017,SUCSLUCS,CARAGA,GRADE 9,FEMALE,  116 
2016-2017,SUCSLUCS,BARMM,GRADE 9,FEMALE,"  2,185 "
2016-2017,SUCSLUCS,CAR,GRADE 9,FEMALE,  233 
2016-2017,SUCSLUCS,NCR,GRADE 9,FEMALE,  161 
2016-2017,SUCSLUCS,REGION 1,GRADE 10,FEMALE,  333 
2016-2017,SUCSLUCS,REGION 2,GRADE 10,FEMALE,  74 
2016-2017,SUCSLUCS,REGION 3,GRADE 10,FEMALE,  566 
2016-2017,SUCSLUCS,REGION 4A,GRADE 10,FEMALE,  250 
2016-2017,SUCSLUCS,REGION 4B,GRADE 10,FEMALE,  200 
2016-2017,SUCSLUCS,REGION 5,GRADE 10,FEMALE,  416 
2016-2017,SUCSLUCS,REGION 6,GRADE 10,FEMALE,  372 
2016-2017,SUCSLUCS,REGION 7,GRADE 10,FEMALE,  127 
2016-2017,SUCSLUCS,REGION 8,GRADE 10,FEMALE,  316 
2016-2017,SUCSLUCS,REGION 9,GRADE 10,FEMALE,  287 
2016-2017,SUCSLUCS,REGION 10,GRADE 10,FEMALE,  497 
2016-2017,SUCSLUCS,REGION 11,GRADE 10,FEMALE,  -   
2016-2017,SUCSLUCS,REGION 12,GRADE 10,FEMALE,  268 
2016-2017,SUCSLUCS,CARAGA,GRADE 10,FEMALE,  103 
2016-2017,SUCSLUCS,BARMM,GRADE 10,FEMALE,"  2,041 "
2016-2017,SUCSLUCS,CAR,GRADE 10,FEMALE,  222 
2016-2017,SUCSLUCS,NCR,GRADE 10,FEMALE,  153 
2016-2017,SUCSLUCS,REGION 1,NON-GRADE,FEMALE,  -   
2016-2017,SUCSLUCS,REGION 2,NON-GRADE,FEMALE,  -   
2016-2017,SUCSLUCS,REGION 3,NON-GRADE,FEMALE,  -   
2016-2017,SUCSLUCS,REGION 4A,NON-GRADE,FEMALE,  -   
2016-2017,SUCSLUCS,REGION 4B,NON-GRADE,FEMALE,  -   
2016-2017,SUCSLUCS,REGION 5,NON-GRADE,FEMALE,  -   
2016-2017,SUCSLUCS,REGION 6,NON-GRADE,FEMALE,  3 
2016-2017,SUCSLUCS,REGION 7,NON-GRADE,FEMALE,  -   
2016-2017,SUCSLUCS,REGION 8,NON-GRADE,FEMALE,  -   
2016-2017,SUCSLUCS,REGION 9,NON-GRADE,FEMALE,  -   
2016-2017,SUCSLUCS,REGION 10,NON-GRADE,FEMALE,  -   
2016-2017,SUCSLUCS,REGION 11,NON-GRADE,FEMALE,  -   
2016-2017,SUCSLUCS,REGION 12,NON-GRADE,FEMALE,  -   
2016-2017,SUCSLUCS,CARAGA,NON-GRADE,FEMALE,  -   
2016-2017,SUCSLUCS,BARMM,NON-GRADE,FEMALE,  50 
2016-2017,SUCSLUCS,CAR,NON-GRADE,FEMALE,  -   
2016-2017,SUCSLUCS,NCR,NON-GRADE,FEMALE,  -   
2017-2018,PUBLIC,REGION 1,GRADE 7,MALE,"  47,626 "
2017-2018,PUBLIC,REGION 2,GRADE 7,MALE,"  30,921 "
2017-2018,PUBLIC,REGION 3,GRADE 7,MALE,"  96,480 "
2017-2018,PUBLIC,REGION 4A,GRADE 7,MALE,"  123,889 "
2017-2018,PUBLIC,REGION 4B,GRADE 7,MALE,"  34,436 "
2017-2018,PUBLIC,REGION 5,GRADE 7,MALE,"  73,795 "
2017-2018,PUBLIC,REGION 6,GRADE 7,MALE,"  80,017 "
2017-2018,PUBLIC,REGION 7,GRADE 7,MALE,"  74,985 "
2017-2018,PUBLIC,REGION 8,GRADE 7,MALE,"  53,690 "
2017-2018,PUBLIC,REGION 9,GRADE 7,MALE,"  41,449 "
2017-2018,PUBLIC,REGION 10,GRADE 7,MALE,"  43,902 "
2017-2018,PUBLIC,REGION 11,GRADE 7,MALE,"  51,141 "
2017-2018,PUBLIC,REGION 12,GRADE 7,MALE,"  45,271 "
2017-2018,PUBLIC,CARAGA,GRADE 7,MALE,"  29,946 "
2017-2018,PUBLIC,BARMM,GRADE 7,MALE,"  19,125 "
2017-2018,PUBLIC,CAR,GRADE 7,MALE,"  14,725 "
2017-2018,PUBLIC,NCR,GRADE 7,MALE,"  96,230 "
2017-2018,PUBLIC,REGION 1,GRADE 8,MALE,"  44,396 "
2017-2018,PUBLIC,REGION 2,GRADE 8,MALE,"  27,342 "
2017-2018,PUBLIC,REGION 3,GRADE 8,MALE,"  89,077 "
2017-2018,PUBLIC,REGION 4A,GRADE 8,MALE,"  109,637 "
2017-2018,PUBLIC,REGION 4B,GRADE 8,MALE,"  29,736 "
2017-2018,PUBLIC,REGION 5,GRADE 8,MALE,"  63,446 "
2017-2018,PUBLIC,REGION 6,GRADE 8,MALE,"  67,807 "
2017-2018,PUBLIC,REGION 7,GRADE 8,MALE,"  65,745 "
2017-2018,PUBLIC,REGION 8,GRADE 8,MALE,"  46,209 "
2017-2018,PUBLIC,REGION 9,GRADE 8,MALE,"  33,224 "
2017-2018,PUBLIC,REGION 10,GRADE 8,MALE,"  35,943 "
2017-2018,PUBLIC,REGION 11,GRADE 8,MALE,"  42,328 "
2017-2018,PUBLIC,REGION 12,GRADE 8,MALE,"  36,947 "
2017-2018,PUBLIC,CARAGA,GRADE 8,MALE,"  25,900 "
2017-2018,PUBLIC,BARMM,GRADE 8,MALE,"  16,079 "
2017-2018,PUBLIC,CAR,GRADE 8,MALE,"  12,796 "
2017-2018,PUBLIC,NCR,GRADE 8,MALE,"  87,067 "
2017-2018,PUBLIC,REGION 1,GRADE 9,MALE,"  40,781 "
2017-2018,PUBLIC,REGION 2,GRADE 9,MALE,"  25,024 "
2017-2018,PUBLIC,REGION 3,GRADE 9,MALE,"  80,902 "
2017-2018,PUBLIC,REGION 4A,GRADE 9,MALE,"  100,933 "
2017-2018,PUBLIC,REGION 4B,GRADE 9,MALE,"  26,364 "
2017-2018,PUBLIC,REGION 5,GRADE 9,MALE,"  54,159 "
2017-2018,PUBLIC,REGION 6,GRADE 9,MALE,"  61,732 "
2017-2018,PUBLIC,REGION 7,GRADE 9,MALE,"  57,329 "
2017-2018,PUBLIC,REGION 8,GRADE 9,MALE,"  39,534 "
2017-2018,PUBLIC,REGION 9,GRADE 9,MALE,"  27,638 "
2017-2018,PUBLIC,REGION 10,GRADE 9,MALE,"  30,479 "
2017-2018,PUBLIC,REGION 11,GRADE 9,MALE,"  34,693 "
2017-2018,PUBLIC,REGION 12,GRADE 9,MALE,"  31,742 "
2017-2018,PUBLIC,CARAGA,GRADE 9,MALE,"  22,616 "
2017-2018,PUBLIC,BARMM,GRADE 9,MALE,"  13,132 "
2017-2018,PUBLIC,CAR,GRADE 9,MALE,"  11,041 "
2017-2018,PUBLIC,NCR,GRADE 9,MALE,"  80,336 "
2017-2018,PUBLIC,REGION 1,GRADE 10,MALE,"  36,474 "
2017-2018,PUBLIC,REGION 2,GRADE 10,MALE,"  22,098 "
2017-2018,PUBLIC,REGION 3,GRADE 10,MALE,"  72,796 "
2017-2018,PUBLIC,REGION 4A,GRADE 10,MALE,"  90,581 "
2017-2018,PUBLIC,REGION 4B,GRADE 10,MALE,"  22,948 "
2017-2018,PUBLIC,REGION 5,GRADE 10,MALE,"  46,322 "
2017-2018,PUBLIC,REGION 6,GRADE 10,MALE,"  53,864 "
2017-2018,PUBLIC,REGION 7,GRADE 10,MALE,"  49,795 "
2017-2018,PUBLIC,REGION 8,GRADE 10,MALE,"  33,856 "
2017-2018,PUBLIC,REGION 9,GRADE 10,MALE,"  23,122 "
2017-2018,PUBLIC,REGION 10,GRADE 10,MALE,"  26,363 "
2017-2018,PUBLIC,REGION 11,GRADE 10,MALE,"  29,421 "
2017-2018,PUBLIC,REGION 12,GRADE 10,MALE,"  27,843 "
2017-2018,PUBLIC,CARAGA,GRADE 10,MALE,"  19,491 "
2017-2018,PUBLIC,BARMM,GRADE 10,MALE,"  11,813 "
2017-2018,PUBLIC,CAR,GRADE 10,MALE,"  9,872 "
2017-2018,PUBLIC,NCR,GRADE 10,MALE,"  73,270 "
2017-2018,PUBLIC,REGION 1,NON-GRADE,MALE,64
2017-2018,PUBLIC,REGION 2,NON-GRADE,MALE,21
2017-2018,PUBLIC,REGION 3,NON-GRADE,MALE,96
2017-2018,PUBLIC,REGION 4A,NON-GRADE,MALE,230
2017-2018,PUBLIC,REGION 4B,NON-GRADE,MALE,15
2017-2018,PUBLIC,REGION 5,NON-GRADE,MALE,53
2017-2018,PUBLIC,REGION 6,NON-GRADE,MALE,43
2017-2018,PUBLIC,REGION 7,NON-GRADE,MALE,407
2017-2018,PUBLIC,REGION 8,NON-GRADE,MALE,11
2017-2018,PUBLIC,REGION 9,NON-GRADE,MALE,38
2017-2018,PUBLIC,REGION 10,NON-GRADE,MALE,339
2017-2018,PUBLIC,REGION 11,NON-GRADE,MALE,12
2017-2018,PUBLIC,REGION 12,NON-GRADE,MALE,54
2017-2018,PUBLIC,CARAGA,NON-GRADE,MALE,2
2017-2018,PUBLIC,BARMM,NON-GRADE,MALE,-
2017-2018,PUBLIC,CAR,NON-GRADE,MALE,39
2017-2018,PUBLIC,NCR,NON-GRADE,MALE,199
2017-2018,PUBLIC,REGION 1,GRADE 7,FEMALE,"43,949"
2017-2018,PUBLIC,REGION 2,GRADE 7,FEMALE,"28,819"
2017-2018,PUBLIC,REGION 3,GRADE 7,FEMALE,"90,656"
2017-2018,PUBLIC,REGION 4A,GRADE 7,FEMALE,"115,848"
2017-2018,PUBLIC,REGION 4B,GRADE 7,FEMALE,"32,349"
2017-2018,PUBLIC,REGION 5,GRADE 7,FEMALE,"67,680"
2017-2018,PUBLIC,REGION 6,GRADE 7,FEMALE,"74,587"
2017-2018,PUBLIC,REGION 7,GRADE 7,FEMALE,"70,703"
2017-2018,PUBLIC,REGION 8,GRADE 7,FEMALE,"49,764"
2017-2018,PUBLIC,REGION 9,GRADE 7,FEMALE,"39,594"
2017-2018,PUBLIC,REGION 10,GRADE 7,FEMALE,"42,739"
2017-2018,PUBLIC,REGION 11,GRADE 7,FEMALE,"48,930"
2017-2018,PUBLIC,REGION 12,GRADE 7,FEMALE,"44,815"
2017-2018,PUBLIC,CARAGA,GRADE 7,FEMALE,"28,126"
2017-2018,PUBLIC,BARMM,GRADE 7,FEMALE,"21,634"
2017-2018,PUBLIC,CAR,GRADE 7,FEMALE,"13,131"
2017-2018,PUBLIC,NCR,GRADE 7,FEMALE,"91,226"
2017-2018,PUBLIC,REGION 1,GRADE 8,FEMALE,"42,060"
2017-2018,PUBLIC,REGION 2,GRADE 8,FEMALE,"27,323"
2017-2018,PUBLIC,REGION 3,GRADE 8,FEMALE,"87,300"
2017-2018,PUBLIC,REGION 4A,GRADE 8,FEMALE,"108,430"
2017-2018,PUBLIC,REGION 4B,GRADE 8,FEMALE,"29,196"
2017-2018,PUBLIC,REGION 5,GRADE 8,FEMALE,"63,037"
2017-2018,PUBLIC,REGION 6,GRADE 8,FEMALE,"67,109"
2017-2018,PUBLIC,REGION 7,GRADE 8,FEMALE,"65,740"
2017-2018,PUBLIC,REGION 8,GRADE 8,FEMALE,"46,206"
2017-2018,PUBLIC,REGION 9,GRADE 8,FEMALE,"34,914"
2017-2018,PUBLIC,REGION 10,GRADE 8,FEMALE,"37,305"
2017-2018,PUBLIC,REGION 11,GRADE 8,FEMALE,"43,801"
2017-2018,PUBLIC,REGION 12,GRADE 8,FEMALE,"38,677"
2017-2018,PUBLIC,CARAGA,GRADE 8,FEMALE,"25,899"
2017-2018,PUBLIC,BARMM,GRADE 8,FEMALE,"20,110"
2017-2018,PUBLIC,CAR,GRADE 8,FEMALE,"12,636"
2017-2018,PUBLIC,NCR,GRADE 8,FEMALE,"86,958"
2017-2018,PUBLIC,REGION 1,GRADE 9,FEMALE,"39,669"
2017-2018,PUBLIC,REGION 2,GRADE 9,FEMALE,"25,806"
2017-2018,PUBLIC,REGION 3,GRADE 9,FEMALE,"82,399"
2017-2018,PUBLIC,REGION 4A,GRADE 9,FEMALE,"102,199"
2017-2018,PUBLIC,REGION 4B,GRADE 9,FEMALE,"27,582"
2017-2018,PUBLIC,REGION 5,GRADE 9,FEMALE,"57,715"
2017-2018,PUBLIC,REGION 6,GRADE 9,FEMALE,"64,038"
2017-2018,PUBLIC,REGION 7,GRADE 9,FEMALE,"60,988"
2017-2018,PUBLIC,REGION 8,GRADE 9,FEMALE,"42,320"
2017-2018,PUBLIC,REGION 9,GRADE 9,FEMALE,"30,621"
2017-2018,PUBLIC,REGION 10,GRADE 9,FEMALE,"33,061"
2017-2018,PUBLIC,REGION 11,GRADE 9,FEMALE,"37,869"
2017-2018,PUBLIC,REGION 12,GRADE 9,FEMALE,"34,587"
2017-2018,PUBLIC,CARAGA,GRADE 9,FEMALE,"23,190"
2017-2018,PUBLIC,BARMM,GRADE 9,FEMALE,"17,407"
2017-2018,PUBLIC,CAR,GRADE 9,FEMALE,"11,994"
2017-2018,PUBLIC,NCR,GRADE 9,FEMALE,"83,684"
2017-2018,PUBLIC,REGION 1,GRADE 10,FEMALE,"37,250"
2017-2018,PUBLIC,REGION 2,GRADE 10,FEMALE,"24,112"
2017-2018,PUBLIC,REGION 3,GRADE 10,FEMALE,"75,971"
2017-2018,PUBLIC,REGION 4A,GRADE 10,FEMALE,"96,917"
2017-2018,PUBLIC,REGION 4B,GRADE 10,FEMALE,"25,260"
2017-2018,PUBLIC,REGION 5,GRADE 10,FEMALE,"52,297"
2017-2018,PUBLIC,REGION 6,GRADE 10,FEMALE,"57,765"
2017-2018,PUBLIC,REGION 7,GRADE 10,FEMALE,"55,468"
2017-2018,PUBLIC,REGION 8,GRADE 10,FEMALE,"37,421"
2017-2018,PUBLIC,REGION 9,GRADE 10,FEMALE,"27,128"
2017-2018,PUBLIC,REGION 10,GRADE 10,FEMALE,"30,393"
2017-2018,PUBLIC,REGION 11,GRADE 10,FEMALE,"34,100"
2017-2018,PUBLIC,REGION 12,GRADE 10,FEMALE,"30,956"
2017-2018,PUBLIC,CARAGA,GRADE 10,FEMALE,"21,067"
2017-2018,PUBLIC,BARMM,GRADE 10,FEMALE,"15,863"
2017-2018,PUBLIC,CAR,GRADE 10,FEMALE,"11,292"
2017-2018,PUBLIC,NCR,GRADE 10,FEMALE,"80,016"
2017-2018,PUBLIC,REGION 1,NON-GRADE,FEMALE,39
2017-2018,PUBLIC,REGION 2,NON-GRADE,FEMALE,15
2017-2018,PUBLIC,REGION 3,NON-GRADE,FEMALE,69
2017-2018,PUBLIC,REGION 4A,NON-GRADE,FEMALE,193
2017-2018,PUBLIC,REGION 4B,NON-GRADE,FEMALE,7
2017-2018,PUBLIC,REGION 5,NON-GRADE,FEMALE,32
2017-2018,PUBLIC,REGION 6,NON-GRADE,FEMALE,30
2017-2018,PUBLIC,REGION 7,NON-GRADE,FEMALE,390
2017-2018,PUBLIC,REGION 8,NON-GRADE,FEMALE,8
2017-2018,PUBLIC,REGION 9,NON-GRADE,FEMALE,18
2017-2018,PUBLIC,REGION 10,NON-GRADE,FEMALE,234
2017-2018,PUBLIC,REGION 11,NON-GRADE,FEMALE,17
2017-2018,PUBLIC,REGION 12,NON-GRADE,FEMALE,43
2017-2018,PUBLIC,CARAGA,NON-GRADE,FEMALE,4
2017-2018,PUBLIC,BARMM,NON-GRADE,FEMALE,-
2017-2018,PUBLIC,CAR,NON-GRADE,FEMALE,41
2017-2018,PUBLIC,NCR,NON-GRADE,FEMALE,143
2017-2018,PRIVATE,REGION 1,GRADE 7,MALE,"8,995"
2017-2018,PRIVATE,REGION 2,GRADE 7,MALE,"5,906"
2017-2018,PRIVATE,REGION 3,GRADE 7,MALE,"23,450"
2017-2018,PRIVATE,REGION 4A,GRADE 7,MALE,"35,215"
2017-2018,PRIVATE,REGION 4B,GRADE 7,MALE,"4,279"
2017-2018,PRIVATE,REGION 5,GRADE 7,MALE,"8,923"
2017-2018,PRIVATE,REGION 6,GRADE 7,MALE,"11,204"
2017-2018,PRIVATE,REGION 7,GRADE 7,MALE,"14,684"
2017-2018,PRIVATE,REGION 8,GRADE 7,MALE,"5,260"
2017-2018,PRIVATE,REGION 9,GRADE 7,MALE,"4,278"
2017-2018,PRIVATE,REGION 10,GRADE 7,MALE,"10,121"
2017-2018,PRIVATE,REGION 11,GRADE 7,MALE,"8,295"
2017-2018,PRIVATE,REGION 12,GRADE 7,MALE,"8,065"
2017-2018,PRIVATE,CARAGA,GRADE 7,MALE,"3,962"
2017-2018,PRIVATE,BARMM,GRADE 7,MALE,"3,404"
2017-2018,PRIVATE,CAR,GRADE 7,MALE,"4,836"
2017-2018,PRIVATE,NCR,GRADE 7,MALE,"26,290"
2017-2018,PRIVATE,REGION 1,GRADE 8,MALE,"8,770"
2017-2018,PRIVATE,REGION 2,GRADE 8,MALE,"5,765"
2017-2018,PRIVATE,REGION 3,GRADE 8,MALE,"22,523"
2017-2018,PRIVATE,REGION 4A,GRADE 8,MALE,"33,451"
2017-2018,PRIVATE,REGION 4B,GRADE 8,MALE,"4,088"
2017-2018,PRIVATE,REGION 5,GRADE 8,MALE,"7,909"
2017-2018,PRIVATE,REGION 6,GRADE 8,MALE,"9,958"
2017-2018,PRIVATE,REGION 7,GRADE 8,MALE,"13,389"
2017-2018,PRIVATE,REGION 8,GRADE 8,MALE,"4,653"
2017-2018,PRIVATE,REGION 9,GRADE 8,MALE,"3,745"
2017-2018,PRIVATE,REGION 10,GRADE 8,MALE,"8,665"
2017-2018,PRIVATE,REGION 11,GRADE 8,MALE,"7,945"
2017-2018,PRIVATE,REGION 12,GRADE 8,MALE,"7,285"
2017-2018,PRIVATE,CARAGA,GRADE 8,MALE,"3,460"
2017-2018,PRIVATE,BARMM,GRADE 8,MALE,"3,046"
2017-2018,PRIVATE,CAR,GRADE 8,MALE,"4,449"
2017-2018,PRIVATE,NCR,GRADE 8,MALE,"26,072"
2017-2018,PRIVATE,REGION 1,GRADE 9,MALE,"8,315"
2017-2018,PRIVATE,REGION 2,GRADE 9,MALE,"5,211"
2017-2018,PRIVATE,REGION 3,GRADE 9,MALE,"21,897"
2017-2018,PRIVATE,REGION 4A,GRADE 9,MALE,"31,834"
2017-2018,PRIVATE,REGION 4B,GRADE 9,MALE,"3,856"
2017-2018,PRIVATE,REGION 5,GRADE 9,MALE,"7,466"
2017-2018,PRIVATE,REGION 6,GRADE 9,MALE,"9,654"
2017-2018,PRIVATE,REGION 7,GRADE 9,MALE,"13,027"
2017-2018,PRIVATE,REGION 8,GRADE 9,MALE,"4,393"
2017-2018,PRIVATE,REGION 9,GRADE 9,MALE,"3,366"
2017-2018,PRIVATE,REGION 10,GRADE 9,MALE,"8,116"
2017-2018,PRIVATE,REGION 11,GRADE 9,MALE,"7,306"
2017-2018,PRIVATE,REGION 12,GRADE 9,MALE,"6,865"
2017-2018,PRIVATE,CARAGA,GRADE 9,MALE,"3,135"
2017-2018,PRIVATE,BARMM,GRADE 9,MALE,"2,565"
2017-2018,PRIVATE,CAR,GRADE 9,MALE,"3,970"
2017-2018,PRIVATE,NCR,GRADE 9,MALE,"24,867"
2017-2018,PRIVATE,REGION 1,GRADE 10,MALE,"7,861"
2017-2018,PRIVATE,REGION 2,GRADE 10,MALE,"5,015"
2017-2018,PRIVATE,REGION 3,GRADE 10,MALE,"20,872"
2017-2018,PRIVATE,REGION 4A,GRADE 10,MALE,"31,083"
2017-2018,PRIVATE,REGION 4B,GRADE 10,MALE,"3,545"
2017-2018,PRIVATE,REGION 5,GRADE 10,MALE,"6,800"
2017-2018,PRIVATE,REGION 6,GRADE 10,MALE,"8,784"
2017-2018,PRIVATE,REGION 7,GRADE 10,MALE,"12,052"
2017-2018,PRIVATE,REGION 8,GRADE 10,MALE,"3,930"
2017-2018,PRIVATE,REGION 9,GRADE 10,MALE,"3,191"
2017-2018,PRIVATE,REGION 10,GRADE 10,MALE,"7,169"
2017-2018,PRIVATE,REGION 11,GRADE 10,MALE,"7,003"
2017-2018,PRIVATE,REGION 12,GRADE 10,MALE,"6,555"
2017-2018,PRIVATE,CARAGA,GRADE 10,MALE,"2,769"
2017-2018,PRIVATE,BARMM,GRADE 10,MALE,"2,445"
2017-2018,PRIVATE,CAR,GRADE 10,MALE,"3,760"
2017-2018,PRIVATE,NCR,GRADE 10,MALE,"24,606"
2017-2018,PRIVATE,REGION 1,NON-GRADE,MALE,6
2017-2018,PRIVATE,REGION 2,NON-GRADE,MALE,32
2017-2018,PRIVATE,REGION 3,NON-GRADE,MALE,26
2017-2018,PRIVATE,REGION 4A,NON-GRADE,MALE,151
2017-2018,PRIVATE,REGION 4B,NON-GRADE,MALE,28
2017-2018,PRIVATE,REGION 5,NON-GRADE,MALE,292
2017-2018,PRIVATE,REGION 6,NON-GRADE,MALE,6
2017-2018,PRIVATE,REGION 7,NON-GRADE,MALE,81
2017-2018,PRIVATE,REGION 8,NON-GRADE,MALE,6
2017-2018,PRIVATE,REGION 9,NON-GRADE,MALE,-
2017-2018,PRIVATE,REGION 10,NON-GRADE,MALE,-
2017-2018,PRIVATE,REGION 11,NON-GRADE,MALE,5
2017-2018,PRIVATE,REGION 12,NON-GRADE,MALE,1
2017-2018,PRIVATE,CARAGA,NON-GRADE,MALE,2
2017-2018,PRIVATE,BARMM,NON-GRADE,MALE,437
2017-2018,PRIVATE,CAR,NON-GRADE,MALE,1
2017-2018,PRIVATE,NCR,NON-GRADE,MALE,265
2017-2018,PRIVATE,REGION 1,GRADE 7,FEMALE,"8,790"
2017-2018,PRIVATE,REGION 2,GRADE 7,FEMALE,"5,767"
2017-2018,PRIVATE,REGION 3,GRADE 7,FEMALE,"22,969"
2017-2018,PRIVATE,REGION 4A,GRADE 7,FEMALE,"34,092"
2017-2018,PRIVATE,REGION 4B,GRADE 7,FEMALE,"4,304"
2017-2018,PRIVATE,REGION 5,GRADE 7,FEMALE,"8,618"
2017-2018,PRIVATE,REGION 6,GRADE 7,FEMALE,"10,718"
2017-2018,PRIVATE,REGION 7,GRADE 7,FEMALE,"14,665"
2017-2018,PRIVATE,REGION 8,GRADE 7,FEMALE,"4,892"
2017-2018,PRIVATE,REGION 9,GRADE 7,FEMALE,"3,886"
2017-2018,PRIVATE,REGION 10,GRADE 7,FEMALE,"9,381"
2017-2018,PRIVATE,REGION 11,GRADE 7,FEMALE,"7,843"
2017-2018,PRIVATE,REGION 12,GRADE 7,FEMALE,"7,836"
2017-2018,PRIVATE,CARAGA,GRADE 7,FEMALE,"3,862"
2017-2018,PRIVATE,BARMM,GRADE 7,FEMALE,"3,904"
2017-2018,PRIVATE,CAR,GRADE 7,FEMALE,"4,534"
2017-2018,PRIVATE,NCR,GRADE 7,FEMALE,"25,329"
2017-2018,PRIVATE,REGION 1,GRADE 8,FEMALE,"8,517"
2017-2018,PRIVATE,REGION 2,GRADE 8,FEMALE,"5,616"
2017-2018,PRIVATE,REGION 3,GRADE 8,FEMALE,"22,267"
2017-2018,PRIVATE,REGION 4A,GRADE 8,FEMALE,"32,584"
2017-2018,PRIVATE,REGION 4B,GRADE 8,FEMALE,"3,791"
2017-2018,PRIVATE,REGION 5,GRADE 8,FEMALE,"7,903"
2017-2018,PRIVATE,REGION 6,GRADE 8,FEMALE,"9,820"
2017-2018,PRIVATE,REGION 7,GRADE 8,FEMALE,"13,646"
2017-2018,PRIVATE,REGION 8,GRADE 8,FEMALE,"4,499"
2017-2018,PRIVATE,REGION 9,GRADE 8,FEMALE,"3,581"
2017-2018,PRIVATE,REGION 10,GRADE 8,FEMALE,"8,498"
2017-2018,PRIVATE,REGION 11,GRADE 8,FEMALE,"7,565"
2017-2018,PRIVATE,REGION 12,GRADE 8,FEMALE,"7,053"
2017-2018,PRIVATE,CARAGA,GRADE 8,FEMALE,"3,596"
2017-2018,PRIVATE,BARMM,GRADE 8,FEMALE,"3,610"
2017-2018,PRIVATE,CAR,GRADE 8,FEMALE,"4,426"
2017-2018,PRIVATE,NCR,GRADE 8,FEMALE,"24,716"
2017-2018,PRIVATE,REGION 1,GRADE 9,FEMALE,"8,168"
2017-2018,PRIVATE,REGION 2,GRADE 9,FEMALE,"5,346"
2017-2018,PRIVATE,REGION 3,GRADE 9,FEMALE,"21,668"
2017-2018,PRIVATE,REGION 4A,GRADE 9,FEMALE,"30,980"
2017-2018,PRIVATE,REGION 4B,GRADE 9,FEMALE,"3,726"
