SCHOOL YEAR,SECTOR,REGION,GRADE LEVEL,GENDER,NUMBER OF ENROLLEES
2019-2020,SUCSLUCS,REGION 7,GRADE 3,MALE,  15 
2019-2020,SUCSLUCS,REGION 8,GRADE 3,MALE,  33 
2019-2020,SUCSLUCS,REGION 9,GRADE 3,MALE,  25 
2019-2020,SUCSLUCS,REGION 10,GRADE 3,MALE,  27 
2019-2020,SUCSLUCS,REGION 11,GRADE 3,MALE,  -   
2019-2020,SUCSLUCS,REGION 12,GRADE 3,MALE,  13 
2019-2020,SUCSLUCS,CARAGA,GRADE 3,MALE,  15 
2019-2020,SUCSLUCS,BARMM,GRADE 3,MALE,  126 
2019-2020,SUCSLUCS,CAR,GRADE 3,MALE,  44 
2019-2020,SUCSLUCS,NCR,GRADE 3,MALE,  15 
2019-2020,PUBLIC,REGION 1,GRADE 3,FEMALE,"  37,062 "
2019-2020,PUBLIC,REGION 2,GRADE 3,FEMALE,"  27,846 "
2019-2020,PUBLIC,REGION 3,GRADE 3,FEMALE,"  84,725 "
2019-2020,PUBLIC,REGION 4A,GRADE 3,FEMALE,"  107,517 "
2019-2020,PUBLIC,REGION 4B,GRADE 3,FEMALE,"  29,661 "
2019-2020,PUBLIC,REGION 5,GRADE 3,FEMALE,"  56,410 "
2019-2020,PUBLIC,REGION 6,GRADE 3,FEMALE,"  61,507 "
2019-2020,PUBLIC,REGION 7,GRADE 3,FEMALE,"  59,586 "
2019-2020,PUBLIC,REGION 8,GRADE 3,FEMALE,"  41,221 "
2019-2020,PUBLIC,REGION 9,GRADE 3,FEMALE,"  35,901 "
2019-2020,PUBLIC,REGION 10,GRADE 3,FEMALE,"  44,769 "
2019-2020,PUBLIC,REGION 11,GRADE 3,FEMALE,"  40,349 "
2019-2020,PUBLIC,REGION 12,GRADE 3,FEMALE,"  41,728 "
2019-2020,PUBLIC,CARAGA,GRADE 3,FEMALE,"  25,772 "
2019-2020,PUBLIC,BARMM,GRADE 3,FEMALE,"  40,809 "
2019-2020,PUBLIC,CAR,GRADE 3,FEMALE,"  12,950 "
2019-2020,PUBLIC,NCR,GRADE 3,FEMALE,"  77,376 "
2019-2020,PRIVATE,REGION 1,GRADE 3,FEMALE,"  3,453 "
2019-2020,PRIVATE,REGION 2,GRADE 3,FEMALE,"  2,028 "
2019-2020,PRIVATE,REGION 3,GRADE 3,FEMALE,"  12,038 "
2019-2020,PRIVATE,REGION 4A,GRADE 3,FEMALE,"  20,544 "
2019-2020,PRIVATE,REGION 4B,GRADE 3,FEMALE,"  1,239 "
2019-2020,PRIVATE,REGION 5,GRADE 3,FEMALE,"  2,831 "
2019-2020,PRIVATE,REGION 6,GRADE 3,FEMALE,"  4,480 "
2019-2020,PRIVATE,REGION 7,GRADE 3,FEMALE,"  6,213 "
2019-2020,PRIVATE,REGION 8,GRADE 3,FEMALE,"  1,320 "
2019-2020,PRIVATE,REGION 9,GRADE 3,FEMALE,"  1,343 "
2019-2020,PRIVATE,REGION 10,GRADE 3,FEMALE,"  2,998 "
2019-2020,PRIVATE,REGION 11,GRADE 3,FEMALE,"  3,631 "
2019-2020,PRIVATE,REGION 12,GRADE 3,FEMALE,"  2,910 "
2019-2020,PRIVATE,CARAGA,GRADE 3,FEMALE,"  1,047 "
2019-2020,PRIVATE,BARMM,GRADE 3,FEMALE,"  2,367 "
2019-2020,PRIVATE,CAR,GRADE 3,FEMALE,"  1,460 "
2019-2020,PRIVATE,NCR,GRADE 3,FEMALE,"  21,539 "
2019-2020,SUCSLUCS,REGION 1,GRADE 3,FEMALE,  108 
2019-2020,SUCSLUCS,REGION 2,GRADE 3,FEMALE,  -   
2019-2020,SUCSLUCS,REGION 3,GRADE 3,FEMALE,  -   
2019-2020,SUCSLUCS,REGION 4A,GRADE 3,FEMALE,  130 
2019-2020,SUCSLUCS,REGION 4B,GRADE 3,FEMALE,  68 
2019-2020,SUCSLUCS,REGION 5,GRADE 3,FEMALE,  19 
2019-2020,SUCSLUCS,REGION 6,GRADE 3,FEMALE,  59 
2019-2020,SUCSLUCS,REGION 7,GRADE 3,FEMALE,  27 
2019-2020,SUCSLUCS,REGION 8,GRADE 3,FEMALE,  21 
2019-2020,SUCSLUCS,REGION 9,GRADE 3,FEMALE,  29 
2019-2020,SUCSLUCS,REGION 10,GRADE 3,FEMALE,  42 
2019-2020,SUCSLUCS,REGION 11,GRADE 3,FEMALE,  -   
2019-2020,SUCSLUCS,REGION 12,GRADE 3,FEMALE,  5 
2019-2020,SUCSLUCS,CARAGA,GRADE 3,FEMALE,  15 
2019-2020,SUCSLUCS,BARMM,GRADE 3,FEMALE,  133 
2019-2020,SUCSLUCS,CAR,GRADE 3,FEMALE,  46 
2019-2020,SUCSLUCS,NCR,GRADE 3,FEMALE,  18 
2019-2020,PUBLIC,REGION 1,GRADE 4,MALE,"  46,231 "
2019-2020,PUBLIC,REGION 2,GRADE 4,MALE,"  34,155 "
2019-2020,PUBLIC,REGION 3,GRADE 4,MALE,"  101,862 "
2019-2020,PUBLIC,REGION 4A,GRADE 4,MALE,"  124,475 "
2019-2020,PUBLIC,REGION 4B,GRADE 4,MALE,"  35,504 "
2019-2020,PUBLIC,REGION 5,GRADE 4,MALE,"  68,349 "
2019-2020,PUBLIC,REGION 6,GRADE 4,MALE,"  76,689 "
2019-2020,PUBLIC,REGION 7,GRADE 4,MALE,"  76,085 "
2019-2020,PUBLIC,REGION 8,GRADE 4,MALE,"  48,561 "
2019-2020,PUBLIC,REGION 9,GRADE 4,MALE,"  39,550 "
2019-2020,PUBLIC,REGION 10,GRADE 4,MALE,"  51,580 "
2019-2020,PUBLIC,REGION 11,GRADE 4,MALE,"  52,159 "
2019-2020,PUBLIC,REGION 12,GRADE 4,MALE,"  48,824 "
2019-2020,PUBLIC,CARAGA,GRADE 4,MALE,"  31,261 "
2019-2020,PUBLIC,BARMM,GRADE 4,MALE,"  38,425 "
2019-2020,PUBLIC,CAR,GRADE 4,MALE,"  15,891 "
2019-2020,PUBLIC,NCR,GRADE 4,MALE,"  87,525 "
2019-2020,PRIVATE,REGION 1,GRADE 4,MALE,"  3,758 "
2019-2020,PRIVATE,REGION 2,GRADE 4,MALE,"  2,361 "
2019-2020,PRIVATE,REGION 3,GRADE 4,MALE,"  14,021 "
2019-2020,PRIVATE,REGION 4A,GRADE 4,MALE,"  23,491 "
2019-2020,PRIVATE,REGION 4B,GRADE 4,MALE,"  1,442 "
2019-2020,PRIVATE,REGION 5,GRADE 4,MALE,"  3,223 "
2019-2020,PRIVATE,REGION 6,GRADE 4,MALE,"  5,376 "
2019-2020,PRIVATE,REGION 7,GRADE 4,MALE,"  6,960 "
2019-2020,PRIVATE,REGION 8,GRADE 4,MALE,"  1,540 "
2019-2020,PRIVATE,REGION 9,GRADE 4,MALE,"  1,506 "
2019-2020,PRIVATE,REGION 10,GRADE 4,MALE,"  3,413 "
2019-2020,PRIVATE,REGION 11,GRADE 4,MALE,"  4,450 "
2019-2020,PRIVATE,REGION 12,GRADE 4,MALE,"  3,457 "
2019-2020,PRIVATE,CARAGA,GRADE 4,MALE,"  1,218 "
2019-2020,PRIVATE,BARMM,GRADE 4,MALE,"  2,205 "
2019-2020,PRIVATE,CAR,GRADE 4,MALE,"  1,783 "
2019-2020,PRIVATE,NCR,GRADE 4,MALE,"  23,789 "
2019-2020,SUCSLUCS,REGION 1,GRADE 4,MALE,  127 
2019-2020,SUCSLUCS,REGION 2,GRADE 4,MALE,  -   
2019-2020,SUCSLUCS,REGION 3,GRADE 4,MALE,  -   
2019-2020,SUCSLUCS,REGION 4A,GRADE 4,MALE,  134 
2019-2020,SUCSLUCS,REGION 4B,GRADE 4,MALE,  72 
2019-2020,SUCSLUCS,REGION 5,GRADE 4,MALE,  35 
2019-2020,SUCSLUCS,REGION 6,GRADE 4,MALE,  57 
2019-2020,SUCSLUCS,REGION 7,GRADE 4,MALE,  10 
2019-2020,SUCSLUCS,REGION 8,GRADE 4,MALE,  23 
2019-2020,SUCSLUCS,REGION 9,GRADE 4,MALE,  20 
2019-2020,SUCSLUCS,REGION 10,GRADE 4,MALE,  39 
2019-2020,SUCSLUCS,REGION 11,GRADE 4,MALE,  -   
2019-2020,SUCSLUCS,REGION 12,GRADE 4,MALE,  18 
2019-2020,SUCSLUCS,CARAGA,GRADE 4,MALE,  15 
2019-2020,SUCSLUCS,BARMM,GRADE 4,MALE,  191 
2019-2020,SUCSLUCS,CAR,GRADE 4,MALE,  44 
2019-2020,SUCSLUCS,NCR,GRADE 4,MALE,  15 
2019-2020,PUBLIC,REGION 1,GRADE 4,FEMALE,"  42,969 "
2019-2020,PUBLIC,REGION 2,GRADE 4,FEMALE,"  32,046 "
2019-2020,PUBLIC,REGION 3,GRADE 4,FEMALE,"  95,618 "
2019-2020,PUBLIC,REGION 4A,GRADE 4,FEMALE,"  117,501 "
2019-2020,PUBLIC,REGION 4B,GRADE 4,FEMALE,"  33,027 "
2019-2020,PUBLIC,REGION 5,GRADE 4,FEMALE,"  63,002 "
2019-2020,PUBLIC,REGION 6,GRADE 4,FEMALE,"  70,957 "
2019-2020,PUBLIC,REGION 7,GRADE 4,FEMALE,"  70,154 "
2019-2020,PUBLIC,REGION 8,GRADE 4,FEMALE,"  45,110 "
2019-2020,PUBLIC,REGION 9,GRADE 4,FEMALE,"  37,344 "
2019-2020,PUBLIC,REGION 10,GRADE 4,FEMALE,"  47,805 "
2019-2020,PUBLIC,REGION 11,GRADE 4,FEMALE,"  49,114 "
2019-2020,PUBLIC,REGION 12,GRADE 4,FEMALE,"  46,512 "
2019-2020,PUBLIC,CARAGA,GRADE 4,FEMALE,"  29,122 "
2019-2020,PUBLIC,BARMM,GRADE 4,FEMALE,"  38,628 "
2019-2020,PUBLIC,CAR,GRADE 4,FEMALE,"  14,565 "
2019-2020,PUBLIC,NCR,GRADE 4,FEMALE,"  82,911 "
2019-2020,PRIVATE,REGION 1,GRADE 4,FEMALE,"  3,563 "
2019-2020,PRIVATE,REGION 2,GRADE 4,FEMALE,"  2,066 "
2019-2020,PRIVATE,REGION 3,GRADE 4,FEMALE,"  12,831 "
2019-2020,PRIVATE,REGION 4A,GRADE 4,FEMALE,"  21,523 "
2019-2020,PRIVATE,REGION 4B,GRADE 4,FEMALE,"  1,304 "
2019-2020,PRIVATE,REGION 5,GRADE 4,FEMALE,"  2,848 "
2019-2020,PRIVATE,REGION 6,GRADE 4,FEMALE,"  4,745 "
2019-2020,PRIVATE,REGION 7,GRADE 4,FEMALE,"  6,295 "
2019-2020,PRIVATE,REGION 8,GRADE 4,FEMALE,"  1,369 "
2019-2020,PRIVATE,REGION 9,GRADE 4,FEMALE,"  1,321 "
2019-2020,PRIVATE,REGION 10,GRADE 4,FEMALE,"  3,071 "
2019-2020,PRIVATE,REGION 11,GRADE 4,FEMALE,"  4,000 "
2019-2020,PRIVATE,REGION 12,GRADE 4,FEMALE,"  3,117 "
2019-2020,PRIVATE,CARAGA,GRADE 4,FEMALE,"  1,029 "
2019-2020,PRIVATE,BARMM,GRADE 4,FEMALE,"  2,131 "
2019-2020,PRIVATE,CAR,GRADE 4,FEMALE,"  1,649 "
2019-2020,PRIVATE,NCR,GRADE 4,FEMALE,"  22,516 "
2019-2020,SUCSLUCS,REGION 1,GRADE 4,FEMALE,  163 
2019-2020,SUCSLUCS,REGION 2,GRADE 4,FEMALE,  -   
2019-2020,SUCSLUCS,REGION 3,GRADE 4,FEMALE,  -   
2019-2020,SUCSLUCS,REGION 4A,GRADE 4,FEMALE,  128 
2019-2020,SUCSLUCS,REGION 4B,GRADE 4,FEMALE,  75 
2019-2020,SUCSLUCS,REGION 5,GRADE 4,FEMALE,  29 
2019-2020,SUCSLUCS,REGION 6,GRADE 4,FEMALE,  38 
2019-2020,SUCSLUCS,REGION 7,GRADE 4,FEMALE,  20 
2019-2020,SUCSLUCS,REGION 8,GRADE 4,FEMALE,  25 
2019-2020,SUCSLUCS,REGION 9,GRADE 4,FEMALE,  24 
2019-2020,SUCSLUCS,REGION 10,GRADE 4,FEMALE,  47 
2019-2020,SUCSLUCS,REGION 11,GRADE 4,FEMALE,  -   
2019-2020,SUCSLUCS,REGION 12,GRADE 4,FEMALE,  10 
2019-2020,SUCSLUCS,CARAGA,GRADE 4,FEMALE,  20 
2019-2020,SUCSLUCS,BARMM,GRADE 4,FEMALE,  143 
2019-2020,SUCSLUCS,CAR,GRADE 4,FEMALE,  47 
2019-2020,SUCSLUCS,NCR,GRADE 4,FEMALE,  22 
2019-2020,PUBLIC,REGION 1,GRADE 5,MALE,"  49,086 "
2019-2020,PUBLIC,REGION 2,GRADE 5,MALE,"  36,565 "
2019-2020,PUBLIC,REGION 3,GRADE 5,MALE,"  107,350 "
2019-2020,PUBLIC,REGION 4A,GRADE 5,MALE,"  137,106 "
2019-2020,PUBLIC,REGION 4B,GRADE 5,MALE,"  36,040 "
2019-2020,PUBLIC,REGION 5,GRADE 5,MALE,"  68,177 "
2019-2020,PUBLIC,REGION 6,GRADE 5,MALE,"  79,815 "
2019-2020,PUBLIC,REGION 7,GRADE 5,MALE,"  80,963 "
2019-2020,PUBLIC,REGION 8,GRADE 5,MALE,"  49,384 "
2019-2020,PUBLIC,REGION 9,GRADE 5,MALE,"  41,859 "
2019-2020,PUBLIC,REGION 10,GRADE 5,MALE,"  53,396 "
2019-2020,PUBLIC,REGION 11,GRADE 5,MALE,"  54,492 "
2019-2020,PUBLIC,REGION 12,GRADE 5,MALE,"  52,223 "
2019-2020,PUBLIC,CARAGA,GRADE 5,MALE,"  31,835 "
2019-2020,PUBLIC,BARMM,GRADE 5,MALE,"  35,339 "
2019-2020,PUBLIC,CAR,GRADE 5,MALE,"  16,564 "
2019-2020,PUBLIC,NCR,GRADE 5,MALE,"  93,300 "
2019-2020,PRIVATE,REGION 1,GRADE 5,MALE,"  4,097 "
2019-2020,PRIVATE,REGION 2,GRADE 5,MALE,"  2,348 "
2019-2020,PRIVATE,REGION 3,GRADE 5,MALE,"  14,134 "
2019-2020,PRIVATE,REGION 4A,GRADE 5,MALE,"  23,731 "
2019-2020,PRIVATE,REGION 4B,GRADE 5,MALE,"  1,410 "
2019-2020,PRIVATE,REGION 5,GRADE 5,MALE,"  3,107 "
2019-2020,PRIVATE,REGION 6,GRADE 5,MALE,"  5,437 "
2019-2020,PRIVATE,REGION 7,GRADE 5,MALE,"  6,824 "
2019-2020,PRIVATE,REGION 8,GRADE 5,MALE,"  1,577 "
2019-2020,PRIVATE,REGION 9,GRADE 5,MALE,"  1,553 "
2019-2020,PRIVATE,REGION 10,GRADE 5,MALE,"  3,527 "
2019-2020,PRIVATE,REGION 11,GRADE 5,MALE,"  4,495 "
2019-2020,PRIVATE,REGION 12,GRADE 5,MALE,"  3,592 "
2019-2020,PRIVATE,CARAGA,GRADE 5,MALE,"  1,170 "
2019-2020,PRIVATE,BARMM,GRADE 5,MALE,"  1,897 "
2019-2020,PRIVATE,CAR,GRADE 5,MALE,"  1,820 "
2019-2020,PRIVATE,NCR,GRADE 5,MALE,"  23,461 "
2019-2020,SUCSLUCS,REGION 1,GRADE 5,MALE,  151 
2019-2020,SUCSLUCS,REGION 2,GRADE 5,MALE,  -   
2019-2020,SUCSLUCS,REGION 3,GRADE 5,MALE,  -   
2019-2020,SUCSLUCS,REGION 4A,GRADE 5,MALE,  128 
2019-2020,SUCSLUCS,REGION 4B,GRADE 5,MALE,  57 
2019-2020,SUCSLUCS,REGION 5,GRADE 5,MALE,  49 
2019-2020,SUCSLUCS,REGION 6,GRADE 5,MALE,  49 
2019-2020,SUCSLUCS,REGION 7,GRADE 5,MALE,  39 
2019-2020,SUCSLUCS,REGION 8,GRADE 5,MALE,  29 
2019-2020,SUCSLUCS,REGION 9,GRADE 5,MALE,  4 
2019-2020,SUCSLUCS,REGION 10,GRADE 5,MALE,  37 
2019-2020,SUCSLUCS,REGION 11,GRADE 5,MALE,  -   
2019-2020,SUCSLUCS,REGION 12,GRADE 5,MALE,  14 
2019-2020,SUCSLUCS,CARAGA,GRADE 5,MALE,  17 
2019-2020,SUCSLUCS,BARMM,GRADE 5,MALE,  151 
2019-2020,SUCSLUCS,CAR,GRADE 5,MALE,  41 
2019-2020,SUCSLUCS,NCR,GRADE 5,MALE,  13 
2019-2020,PUBLIC,REGION 1,GRADE 5,FEMALE,"  45,706 "
2019-2020,PUBLIC,REGION 2,GRADE 5,FEMALE,"  34,388 "
2019-2020,PUBLIC,REGION 3,GRADE 5,FEMALE,"  100,577 "
2019-2020,PUBLIC,REGION 4A,GRADE 5,FEMALE,"  129,683 "
2019-2020,PUBLIC,REGION 4B,GRADE 5,FEMALE,"  33,868 "
2019-2020,PUBLIC,REGION 5,GRADE 5,FEMALE,"  63,077 "
2019-2020,PUBLIC,REGION 6,GRADE 5,FEMALE,"  73,416 "
2019-2020,PUBLIC,REGION 7,GRADE 5,FEMALE,"  75,175 "
2019-2020,PUBLIC,REGION 8,GRADE 5,FEMALE,"  45,762 "
2019-2020,PUBLIC,REGION 9,GRADE 5,FEMALE,"  39,417 "
2019-2020,PUBLIC,REGION 10,GRADE 5,FEMALE,"  49,385 "
2019-2020,PUBLIC,REGION 11,GRADE 5,FEMALE,"  51,667 "
2019-2020,PUBLIC,REGION 12,GRADE 5,FEMALE,"  49,391 "
2019-2020,PUBLIC,CARAGA,GRADE 5,FEMALE,"  29,939 "
2019-2020,PUBLIC,BARMM,GRADE 5,FEMALE,"  36,992 "
2019-2020,PUBLIC,CAR,GRADE 5,FEMALE,"  15,552 "
2019-2020,PUBLIC,NCR,GRADE 5,FEMALE,"  89,489 "
2019-2020,PRIVATE,REGION 1,GRADE 5,FEMALE,"  3,514 "
2019-2020,PRIVATE,REGION 2,GRADE 5,FEMALE,"  1,993 "
2019-2020,PRIVATE,REGION 3,GRADE 5,FEMALE,"  13,222 "
2019-2020,PRIVATE,REGION 4A,GRADE 5,FEMALE,"  22,072 "
2019-2020,PRIVATE,REGION 4B,GRADE 5,FEMALE,"  1,351 "
2019-2020,PRIVATE,REGION 5,GRADE 5,FEMALE,"  2,813 "
2019-2020,PRIVATE,REGION 6,GRADE 5,FEMALE,"  4,903 "
2019-2020,PRIVATE,REGION 7,GRADE 5,FEMALE,"  6,385 "
2019-2020,PRIVATE,REGION 8,GRADE 5,FEMALE,"  1,418 "
2019-2020,PRIVATE,REGION 9,GRADE 5,FEMALE,"  1,375 "
2019-2020,PRIVATE,REGION 10,GRADE 5,FEMALE,"  3,073 "
2019-2020,PRIVATE,REGION 11,GRADE 5,FEMALE,"  4,110 "
2019-2020,PRIVATE,REGION 12,GRADE 5,FEMALE,"  3,201 "
2019-2020,PRIVATE,CARAGA,GRADE 5,FEMALE,"  1,096 "
2019-2020,PRIVATE,BARMM,GRADE 5,FEMALE,"  1,956 "
2019-2020,PRIVATE,CAR,GRADE 5,FEMALE,"  1,718 "
2019-2020,PRIVATE,NCR,GRADE 5,FEMALE,"  22,420 "
2019-2020,SUCSLUCS,REGION 1,GRADE 5,FEMALE,  142 
2019-2020,SUCSLUCS,REGION 2,GRADE 5,FEMALE,  -   
2019-2020,SUCSLUCS,REGION 3,GRADE 5,FEMALE,  -   
2019-2020,SUCSLUCS,REGION 4A,GRADE 5,FEMALE,  147 
2019-2020,SUCSLUCS,REGION 4B,GRADE 5,FEMALE,  70 
2019-2020,SUCSLUCS,REGION 5,GRADE 5,FEMALE,  50 
2019-2020,SUCSLUCS,REGION 6,GRADE 5,FEMALE,  66 
2019-2020,SUCSLUCS,REGION 7,GRADE 5,FEMALE,  30 
2019-2020,SUCSLUCS,REGION 8,GRADE 5,FEMALE,  26 
2019-2020,SUCSLUCS,REGION 9,GRADE 5,FEMALE,  3 
2019-2020,SUCSLUCS,REGION 10,GRADE 5,FEMALE,  44 
2019-2020,SUCSLUCS,REGION 11,GRADE 5,FEMALE,  -   
2019-2020,SUCSLUCS,REGION 12,GRADE 5,FEMALE,  12 
2019-2020,SUCSLUCS,CARAGA,GRADE 5,FEMALE,  21 
2019-2020,SUCSLUCS,BARMM,GRADE 5,FEMALE,  211 
2019-2020,SUCSLUCS,CAR,GRADE 5,FEMALE,  36 
2019-2020,SUCSLUCS,NCR,GRADE 5,FEMALE,  19 
2019-2020,PUBLIC,REGION 1,GRADE 6,MALE,"  52,709 "
2019-2020,PUBLIC,REGION 2,GRADE 6,MALE,"  37,230 "
2019-2020,PUBLIC,REGION 3,GRADE 6,MALE,"  113,138 "
2019-2020,PUBLIC,REGION 4A,GRADE 6,MALE,"  140,296 "
2019-2020,PUBLIC,REGION 4B,GRADE 6,MALE,"  36,594 "
2019-2020,PUBLIC,REGION 5,GRADE 6,MALE,"  71,531 "
2019-2020,PUBLIC,REGION 6,GRADE 6,MALE,"  84,039 "
2019-2020,PUBLIC,REGION 7,GRADE 6,MALE,"  81,791 "
2019-2020,PUBLIC,REGION 8,GRADE 6,MALE,"  53,174 "
2019-2020,PUBLIC,REGION 9,GRADE 6,MALE,"  43,815 "
2019-2020,PUBLIC,REGION 10,GRADE 6,MALE,"  53,071 "
2019-2020,PUBLIC,REGION 11,GRADE 6,MALE,"  52,209 "
2019-2020,PUBLIC,REGION 12,GRADE 6,MALE,"  52,549 "
2019-2020,PUBLIC,CARAGA,GRADE 6,MALE,"  32,584 "
2019-2020,PUBLIC,BARMM,GRADE 6,MALE,"  33,181 "
2019-2020,PUBLIC,CAR,GRADE 6,MALE,"  17,281 "
2019-2020,PUBLIC,NCR,GRADE 6,MALE,"  97,626 "
2019-2020,PRIVATE,REGION 1,GRADE 6,MALE,"  4,003 "
2019-2020,PRIVATE,REGION 2,GRADE 6,MALE,"  2,236 "
2019-2020,PRIVATE,REGION 3,GRADE 6,MALE,"  14,238 "
2019-2020,PRIVATE,REGION 4A,GRADE 6,MALE,"  23,843 "
2019-2020,PRIVATE,REGION 4B,GRADE 6,MALE,"  1,365 "
2019-2020,PRIVATE,REGION 5,GRADE 6,MALE,"  3,122 "
2019-2020,PRIVATE,REGION 6,GRADE 6,MALE,"  5,369 "
2019-2020,PRIVATE,REGION 7,GRADE 6,MALE,"  6,775 "
2019-2020,PRIVATE,REGION 8,GRADE 6,MALE,"  1,610 "
2019-2020,PRIVATE,REGION 9,GRADE 6,MALE,"  1,459 "
2019-2020,PRIVATE,REGION 10,GRADE 6,MALE,"  3,426 "
2019-2020,PRIVATE,REGION 11,GRADE 6,MALE,"  4,270 "
2019-2020,PRIVATE,REGION 12,GRADE 6,MALE,"  3,304 "
2019-2020,PRIVATE,CARAGA,GRADE 6,MALE,"  1,176 "
2019-2020,PRIVATE,BARMM,GRADE 6,MALE,"  1,897 "
2019-2020,PRIVATE,CAR,GRADE 6,MALE,"  1,872 "
2019-2020,PRIVATE,NCR,GRADE 6,MALE,"  23,712 "
2019-2020,SUCSLUCS,REGION 1,GRADE 6,MALE,  130 
2019-2020,SUCSLUCS,REGION 2,GRADE 6,MALE,  -   
2019-2020,SUCSLUCS,REGION 3,GRADE 6,MALE,  -   
2019-2020,SUCSLUCS,REGION 4A,GRADE 6,MALE,  125 
2019-2020,SUCSLUCS,REGION 4B,GRADE 6,MALE,  65 
2019-2020,SUCSLUCS,REGION 5,GRADE 6,MALE,  68 
2019-2020,SUCSLUCS,REGION 6,GRADE 6,MALE,  54 
2019-2020,SUCSLUCS,REGION 7,GRADE 6,MALE,  30 
2019-2020,SUCSLUCS,REGION 8,GRADE 6,MALE,  36 
2019-2020,SUCSLUCS,REGION 9,GRADE 6,MALE,  -   
2019-2020,SUCSLUCS,REGION 10,GRADE 6,MALE,  42 
2019-2020,SUCSLUCS,REGION 11,GRADE 6,MALE,  -   
2019-2020,SUCSLUCS,REGION 12,GRADE 6,MALE,  24 
2019-2020,SUCSLUCS,CARAGA,GRADE 6,MALE,  24 
2019-2020,SUCSLUCS,BARMM,GRADE 6,MALE,  148 
2019-2020,SUCSLUCS,CAR,GRADE 6,MALE,  39 
2019-2020,SUCSLUCS,NCR,GRADE 6,MALE,  14 
2019-2020,PUBLIC,REGION 1,GRADE 6,FEMALE,"  48,525 "
2019-2020,PUBLIC,REGION 2,GRADE 6,FEMALE,"  35,369 "
2019-2020,PUBLIC,REGION 3,GRADE 6,FEMALE,"  107,523 "
2019-2020,PUBLIC,REGION 4A,GRADE 6,FEMALE,"  133,566 "
2019-2020,PUBLIC,REGION 4B,GRADE 6,FEMALE,"  34,815 "
2019-2020,PUBLIC,REGION 5,GRADE 6,FEMALE,"  67,405 "
2019-2020,PUBLIC,REGION 6,GRADE 6,FEMALE,"  78,268 "
2019-2020,PUBLIC,REGION 7,GRADE 6,FEMALE,"  77,265 "
2019-2020,PUBLIC,REGION 8,GRADE 6,FEMALE,"  50,150 "
2019-2020,PUBLIC,REGION 9,GRADE 6,FEMALE,"  42,098 "
2019-2020,PUBLIC,REGION 10,GRADE 6,FEMALE,"  50,240 "
2019-2020,PUBLIC,REGION 11,GRADE 6,FEMALE,"  50,372 "
2019-2020,PUBLIC,REGION 12,GRADE 6,FEMALE,"  50,467 "
2019-2020,PUBLIC,CARAGA,GRADE 6,FEMALE,"  30,511 "
2019-2020,PUBLIC,BARMM,GRADE 6,FEMALE,"  36,393 "
2019-2020,PUBLIC,CAR,GRADE 6,FEMALE,"  16,052 "
2019-2020,PUBLIC,NCR,GRADE 6,FEMALE,"  94,164 "
2019-2020,PRIVATE,REGION 1,GRADE 6,FEMALE,"  3,668 "
2019-2020,PRIVATE,REGION 2,GRADE 6,FEMALE,"  2,010 "
2019-2020,PRIVATE,REGION 3,GRADE 6,FEMALE,"  13,309 "
2019-2020,PRIVATE,REGION 4A,GRADE 6,FEMALE,"  22,237 "
2019-2020,PRIVATE,REGION 4B,GRADE 6,FEMALE,"  1,368 "
2019-2020,PRIVATE,REGION 5,GRADE 6,FEMALE,"  2,851 "
2019-2020,PRIVATE,REGION 6,GRADE 6,FEMALE,"  4,855 "
2019-2020,PRIVATE,REGION 7,GRADE 6,FEMALE,"  6,123 "
2019-2020,PRIVATE,REGION 8,GRADE 6,FEMALE,"  1,450 "
2019-2020,PRIVATE,REGION 9,GRADE 6,FEMALE,"  1,290 "
2019-2020,PRIVATE,REGION 10,GRADE 6,FEMALE,"  3,106 "
2019-2020,PRIVATE,REGION 11,GRADE 6,FEMALE,"  4,010 "
2019-2020,PRIVATE,REGION 12,GRADE 6,FEMALE,"  3,046 "
2019-2020,PRIVATE,CARAGA,GRADE 6,FEMALE,"  1,006 "
2019-2020,PRIVATE,BARMM,GRADE 6,FEMALE,"  1,874 "
2019-2020,PRIVATE,CAR,GRADE 6,FEMALE,"  1,806 "
2019-2020,PRIVATE,NCR,GRADE 6,FEMALE,"  22,489 "
2019-2020,SUCSLUCS,REGION 1,GRADE 6,FEMALE,  164 
2019-2020,SUCSLUCS,REGION 2,GRADE 6,FEMALE,  -   
2019-2020,SUCSLUCS,REGION 3,GRADE 6,FEMALE,  -   
2019-2020,SUCSLUCS,REGION 4A,GRADE 6,FEMALE,  162 
2019-2020,SUCSLUCS,REGION 4B,GRADE 6,FEMALE,  75 
2019-2020,SUCSLUCS,REGION 5,GRADE 6,FEMALE,  69 
2019-2020,SUCSLUCS,REGION 6,GRADE 6,FEMALE,  72 
2019-2020,SUCSLUCS,REGION 7,GRADE 6,FEMALE,  34 
2019-2020,SUCSLUCS,REGION 8,GRADE 6,FEMALE,  19 
2019-2020,SUCSLUCS,REGION 9,GRADE 6,FEMALE,  1 
2019-2020,SUCSLUCS,REGION 10,GRADE 6,FEMALE,  35 
2019-2020,SUCSLUCS,REGION 11,GRADE 6,FEMALE,  -   
2019-2020,SUCSLUCS,REGION 12,GRADE 6,FEMALE,  20 
2019-2020,SUCSLUCS,CARAGA,GRADE 6,FEMALE,  14 
