SCHOOL YEAR,SECTOR,REGION,GRADE LEVEL,GENDER,NUMBER OF ENROLLEES
2019-2020,PRIVATE,REGION 4A,GRADE 1,FEMALE,25592
2019-2020,PRIVATE,REGION 4A,GRADE 1,MALE,27269
2019-2020,PRIVATE,REGION 4A,GRADE 10,FEMALE,31375
2019-2020,PRIVATE,REGION 4A,GRADE 10,MALE,31961
2019-2020,PRIVATE,REGION 4A,GRADE 2,FEMALE,24271
2019-2020,PRIVATE,REGION 4A,GRADE 2,MALE,26386
2019-2020,PRIVATE,REGION 4A,GRADE 3,FEMALE,20544
2019-2020,PRIVATE,REGION 4A,GRADE 3,MALE,22665
2019-2020,PRIVATE,REGION 4A,GRADE 4,FEMALE,21523
2019-2020,PRIVATE,REGION 4A,GRADE 4,MALE,23491
2019-2020,PRIVATE,REGION 4A,GRADE 5,FEMALE,22072
2019-2020,PRIVATE,REGION 4A,GRADE 5,MALE,23731
2019-2020,PRIVATE,REGION 4A,GRADE 6,FEMALE,22237
2019-2020,PRIVATE,REGION 4A,GRADE 6,MALE,23843
2019-2020,PRIVATE,REGION 4A,GRADE 7,FEMALE,34705
2019-2020,PRIVATE,REGION 4A,GRADE 7,MALE,35589
2019-2020,PRIVATE,REGION 4A,GRADE 8,FEMALE,34983
2019-2020,PRIVATE,REGION 4A,GRADE 8,MALE,36527
2019-2020,PRIVATE,REGION 4A,GRADE 9,FEMALE,32970
2019-2020,PRIVATE,REGION 4A,GRADE 9,MALE,34047
2019-2020,PRIVATE,REGION 4A,KINDERGARTEN,FEMALE,22599
2019-2020,PRIVATE,REGION 4A,KINDERGARTEN,MALE,24859
2019-2020,PRIVATE,REGION 4A,NON-GRADE (PRIMARY),FEMALE,239
2019-2020,PRIVATE,REGION 4A,NON-GRADE (PRIMARY),MALE,687
2019-2020,PRIVATE,REGION 4A,NON-GRADE (SECONDARY),FEMALE,3
2019-2020,PRIVATE,REGION 4A,NON-GRADE (SECONDARY),MALE,9
2019-2020,PRIVATE,REGION 4B,GRADE 1,FEMALE,1632
2019-2020,PRIVATE,REGION 4B,GRADE 1,MALE,1822
2019-2020,PRIVATE,REGION 4B,GRADE 10,FEMALE,3532
2019-2020,PRIVATE,REGION 4B,GRADE 10,MALE,3757
2019-2020,PRIVATE,REGION 4B,GRADE 2,FEMALE,1453
2019-2020,PRIVATE,REGION 4B,GRADE 2,MALE,1618
2019-2020,PRIVATE,REGION 4B,GRADE 3,FEMALE,1239
2019-2020,PRIVATE,REGION 4B,GRADE 3,MALE,1391
2019-2020,PRIVATE,REGION 4B,GRADE 4,FEMALE,1304
2019-2020,PRIVATE,REGION 4B,GRADE 4,MALE,1442
2019-2020,PRIVATE,REGION 4B,GRADE 5,FEMALE,1351
2019-2020,PRIVATE,REGION 4B,GRADE 5,MALE,1410
2019-2020,PRIVATE,REGION 4B,GRADE 6,FEMALE,1368
2019-2020,PRIVATE,REGION 4B,GRADE 6,MALE,1365
2019-2020,PRIVATE,REGION 4B,GRADE 7,FEMALE,3922
2019-2020,PRIVATE,REGION 4B,GRADE 7,MALE,4100
2019-2020,PRIVATE,REGION 4B,GRADE 8,FEMALE,4024
2019-2020,PRIVATE,REGION 4B,GRADE 8,MALE,4227
2019-2020,PRIVATE,REGION 4B,GRADE 9,FEMALE,4050
2019-2020,PRIVATE,REGION 4B,GRADE 9,MALE,3977
2019-2020,PRIVATE,REGION 4B,KINDERGARTEN,FEMALE,2050
2019-2020,PRIVATE,REGION 4B,KINDERGARTEN,MALE,2262
2019-2020,PRIVATE,REGION 4B,NON-GRADE (PRIMARY),FEMALE,14
2019-2020,PRIVATE,REGION 4B,NON-GRADE (PRIMARY),MALE,34
2019-2020,PRIVATE,REGION 4B,NON-GRADE (SECONDARY),FEMALE,0
2019-2020,PRIVATE,REGION 4B,NON-GRADE (SECONDARY),MALE,0
2019-2020,PRIVATE,REGION 5,GRADE 1,FEMALE,3623
2019-2020,PRIVATE,REGION 5,GRADE 1,MALE,4103
2019-2020,PRIVATE,REGION 5,GRADE 10,FEMALE,7545
2019-2020,PRIVATE,REGION 5,GRADE 10,MALE,7258
2019-2020,PRIVATE,REGION 5,GRADE 2,FEMALE,3387
2019-2020,PRIVATE,REGION 5,GRADE 2,MALE,3771
2019-2020,PRIVATE,REGION 5,GRADE 3,FEMALE,2831
2019-2020,PRIVATE,REGION 5,GRADE 3,MALE,3207
2019-2020,PRIVATE,REGION 5,GRADE 4,FEMALE,2848
2019-2020,PRIVATE,REGION 5,GRADE 4,MALE,3223
2019-2020,PRIVATE,REGION 5,GRADE 5,FEMALE,2813
2019-2020,PRIVATE,REGION 5,GRADE 5,MALE,3107
2019-2020,PRIVATE,REGION 5,GRADE 6,FEMALE,2851
2019-2020,PRIVATE,REGION 5,GRADE 6,MALE,3122
2019-2020,PRIVATE,REGION 5,GRADE 7,FEMALE,8606
2019-2020,PRIVATE,REGION 5,GRADE 7,MALE,8998
2019-2020,PRIVATE,REGION 5,GRADE 8,FEMALE,8762
2019-2020,PRIVATE,REGION 5,GRADE 8,MALE,9370
2019-2020,PRIVATE,REGION 5,GRADE 9,FEMALE,8317
2019-2020,PRIVATE,REGION 5,GRADE 9,MALE,8356
2019-2020,PRIVATE,REGION 5,KINDERGARTEN,FEMALE,4596
2019-2020,PRIVATE,REGION 5,KINDERGARTEN,MALE,4947
2019-2020,PRIVATE,REGION 5,NON-GRADE (PRIMARY),FEMALE,25
2019-2020,PRIVATE,REGION 5,NON-GRADE (PRIMARY),MALE,68
2019-2020,PRIVATE,REGION 5,NON-GRADE (SECONDARY),FEMALE,10
2019-2020,PRIVATE,REGION 5,NON-GRADE (SECONDARY),MALE,28
2019-2020,PRIVATE,REGION 6,GRADE 1,FEMALE,5603
2019-2020,PRIVATE,REGION 6,GRADE 1,MALE,6192
2019-2020,PRIVATE,REGION 6,GRADE 10,FEMALE,9497
2019-2020,PRIVATE,REGION 6,GRADE 10,MALE,9336
2019-2020,PRIVATE,REGION 6,GRADE 2,FEMALE,5307
2019-2020,PRIVATE,REGION 6,GRADE 2,MALE,6045
2019-2020,PRIVATE,REGION 6,GRADE 3,FEMALE,4480
2019-2020,PRIVATE,REGION 6,GRADE 3,MALE,5008
2019-2020,PRIVATE,REGION 6,GRADE 4,FEMALE,4745
2019-2020,PRIVATE,REGION 6,GRADE 4,MALE,5376
2019-2020,PRIVATE,REGION 6,GRADE 5,FEMALE,4903
2019-2020,PRIVATE,REGION 6,GRADE 5,MALE,5437
2019-2020,PRIVATE,REGION 6,GRADE 6,FEMALE,4855
2019-2020,PRIVATE,REGION 6,GRADE 6,MALE,5369
2019-2020,PRIVATE,REGION 6,GRADE 7,FEMALE,10669
2019-2020,PRIVATE,REGION 6,GRADE 7,MALE,11774
2019-2020,PRIVATE,REGION 6,GRADE 8,FEMALE,11098
2019-2020,PRIVATE,REGION 6,GRADE 8,MALE,11901
2019-2020,PRIVATE,REGION 6,GRADE 9,FEMALE,10368
2019-2020,PRIVATE,REGION 6,GRADE 9,MALE,10675
2019-2020,PRIVATE,REGION 6,KINDERGARTEN,FEMALE,9027
2019-2020,PRIVATE,REGION 6,KINDERGARTEN,MALE,9868
2019-2020,PRIVATE,REGION 6,NON-GRADE (PRIMARY),FEMALE,51
2019-2020,PRIVATE,REGION 6,NON-GRADE (PRIMARY),MALE,161
2019-2020,PRIVATE,REGION 6,NON-GRADE (SECONDARY),FEMALE,2
2019-2020,PRIVATE,REGION 6,NON-GRADE (SECONDARY),MALE,5
2019-2020,PRIVATE,REGION 7,GRADE 1,FEMALE,7679
2019-2020,PRIVATE,REGION 7,GRADE 1,MALE,8221
2019-2020,PRIVATE,REGION 7,GRADE 10,FEMALE,13227
2019-2020,PRIVATE,REGION 7,GRADE 10,MALE,12797
2019-2020,PRIVATE,REGION 7,GRADE 2,FEMALE,7136
2019-2020,PRIVATE,REGION 7,GRADE 2,MALE,7747
2019-2020,PRIVATE,REGION 7,GRADE 3,FEMALE,6213
2019-2020,PRIVATE,REGION 7,GRADE 3,MALE,6795
2019-2020,PRIVATE,REGION 7,GRADE 4,FEMALE,6295
2019-2020,PRIVATE,REGION 7,GRADE 4,MALE,6960
2019-2020,PRIVATE,REGION 7,GRADE 5,FEMALE,6385
2019-2020,PRIVATE,REGION 7,GRADE 5,MALE,6824
2019-2020,PRIVATE,REGION 7,GRADE 6,FEMALE,6123
2019-2020,PRIVATE,REGION 7,GRADE 6,MALE,6775
2019-2020,PRIVATE,REGION 7,GRADE 7,FEMALE,14167
2019-2020,PRIVATE,REGION 7,GRADE 7,MALE,14949
2019-2020,PRIVATE,REGION 7,GRADE 8,FEMALE,15853
2019-2020,PRIVATE,REGION 7,GRADE 8,MALE,15997
2019-2020,PRIVATE,REGION 7,GRADE 9,FEMALE,14337
2019-2020,PRIVATE,REGION 7,GRADE 9,MALE,14260
2019-2020,PRIVATE,REGION 7,KINDERGARTEN,FEMALE,8543
2019-2020,PRIVATE,REGION 7,KINDERGARTEN,MALE,9308
2019-2020,PRIVATE,REGION 7,NON-GRADE (PRIMARY),FEMALE,70
2019-2020,PRIVATE,REGION 7,NON-GRADE (PRIMARY),MALE,174
2019-2020,PRIVATE,REGION 7,NON-GRADE (SECONDARY),FEMALE,5
2019-2020,PRIVATE,REGION 7,NON-GRADE (SECONDARY),MALE,29
2019-2020,PRIVATE,REGION 8,GRADE 1,FEMALE,1792
2019-2020,PRIVATE,REGION 8,GRADE 1,MALE,1977
2019-2020,PRIVATE,REGION 8,GRADE 10,FEMALE,4096
2019-2020,PRIVATE,REGION 8,GRADE 10,MALE,4042
2019-2020,PRIVATE,REGION 8,GRADE 2,FEMALE,1600
2019-2020,PRIVATE,REGION 8,GRADE 2,MALE,1847
2019-2020,PRIVATE,REGION 8,GRADE 3,FEMALE,1320
2019-2020,PRIVATE,REGION 8,GRADE 3,MALE,1466
2019-2020,PRIVATE,REGION 8,GRADE 4,FEMALE,1369
2019-2020,PRIVATE,REGION 8,GRADE 4,MALE,1540
2019-2020,PRIVATE,REGION 8,GRADE 5,FEMALE,1418
2019-2020,PRIVATE,REGION 8,GRADE 5,MALE,1577
2019-2020,PRIVATE,REGION 8,GRADE 6,FEMALE,1450
2019-2020,PRIVATE,REGION 8,GRADE 6,MALE,1610
2019-2020,PRIVATE,REGION 8,GRADE 7,FEMALE,4106
2019-2020,PRIVATE,REGION 8,GRADE 7,MALE,4607
2019-2020,PRIVATE,REGION 8,GRADE 8,FEMALE,4362
2019-2020,PRIVATE,REGION 8,GRADE 8,MALE,5002
2019-2020,PRIVATE,REGION 8,GRADE 9,FEMALE,4513
2019-2020,PRIVATE,REGION 8,GRADE 9,MALE,4746
2019-2020,PRIVATE,REGION 8,KINDERGARTEN,FEMALE,1987
2019-2020,PRIVATE,REGION 8,KINDERGARTEN,MALE,2281
2019-2020,PRIVATE,REGION 8,NON-GRADE (PRIMARY),FEMALE,44
2019-2020,PRIVATE,REGION 8,NON-GRADE (PRIMARY),MALE,49
2019-2020,PRIVATE,REGION 8,NON-GRADE (SECONDARY),FEMALE,0
2019-2020,PRIVATE,REGION 8,NON-GRADE (SECONDARY),MALE,0
2019-2020,PRIVATE,REGION 9,GRADE 1,FEMALE,1616
2019-2020,PRIVATE,REGION 9,GRADE 1,MALE,1908
2019-2020,PRIVATE,REGION 9,GRADE 10,FEMALE,3614
2019-2020,PRIVATE,REGION 9,GRADE 10,MALE,3690
2019-2020,PRIVATE,REGION 9,GRADE 2,FEMALE,1466
2019-2020,PRIVATE,REGION 9,GRADE 2,MALE,1689
2019-2020,PRIVATE,REGION 9,GRADE 3,FEMALE,1343
2019-2020,PRIVATE,REGION 9,GRADE 3,MALE,1530
2019-2020,PRIVATE,REGION 9,GRADE 4,FEMALE,1321
2019-2020,PRIVATE,REGION 9,GRADE 4,MALE,1506
2019-2020,PRIVATE,REGION 9,GRADE 5,FEMALE,1375
2019-2020,PRIVATE,REGION 9,GRADE 5,MALE,1553
2019-2020,PRIVATE,REGION 9,GRADE 6,FEMALE,1290
2019-2020,PRIVATE,REGION 9,GRADE 6,MALE,1459
2019-2020,PRIVATE,REGION 9,GRADE 7,FEMALE,3940
2019-2020,PRIVATE,REGION 9,GRADE 7,MALE,4259
2019-2020,PRIVATE,REGION 9,GRADE 8,FEMALE,4179
2019-2020,PRIVATE,REGION 9,GRADE 8,MALE,4562
2019-2020,PRIVATE,REGION 9,GRADE 9,FEMALE,3945
2019-2020,PRIVATE,REGION 9,GRADE 9,MALE,4094
2019-2020,PRIVATE,REGION 9,KINDERGARTEN,FEMALE,2635
2019-2020,PRIVATE,REGION 9,KINDERGARTEN,MALE,2872
2019-2020,PRIVATE,REGION 9,NON-GRADE (PRIMARY),FEMALE,5
2019-2020,PRIVATE,REGION 9,NON-GRADE (PRIMARY),MALE,26
2019-2020,PRIVATE,REGION 9,NON-GRADE (SECONDARY),FEMALE,0
2019-2020,PRIVATE,REGION 9,NON-GRADE (SECONDARY),MALE,0
2019-2020,PUBLIC,BARMM,GRADE 1,FEMALE,48045
2019-2020,PUBLIC,BARMM,GRADE 1,MALE,49013
2019-2020,PUBLIC,BARMM,GRADE 10,FEMALE,17088
2019-2020,PUBLIC,BARMM,GRADE 10,MALE,13387
2019-2020,PUBLIC,BARMM,GRADE 2,FEMALE,43792
2019-2020,PUBLIC,BARMM,GRADE 2,MALE,44710
2019-2020,PUBLIC,BARMM,GRADE 3,FEMALE,40809
2019-2020,PUBLIC,BARMM,GRADE 3,MALE,41061
2019-2020,PUBLIC,BARMM,GRADE 4,FEMALE,38628
2019-2020,PUBLIC,BARMM,GRADE 4,MALE,38425
2019-2020,PUBLIC,BARMM,GRADE 5,FEMALE,36992
2019-2020,PUBLIC,BARMM,GRADE 5,MALE,35339
2019-2020,PUBLIC,BARMM,GRADE 6,FEMALE,36393
2019-2020,PUBLIC,BARMM,GRADE 6,MALE,33181
2019-2020,PUBLIC,BARMM,GRADE 7,FEMALE,24587
2019-2020,PUBLIC,BARMM,GRADE 7,MALE,22451
2019-2020,PUBLIC,BARMM,GRADE 8,FEMALE,22855
2019-2020,PUBLIC,BARMM,GRADE 8,MALE,19138
2019-2020,PUBLIC,BARMM,GRADE 9,FEMALE,19517
2019-2020,PUBLIC,BARMM,GRADE 9,MALE,15737
2019-2020,PUBLIC,BARMM,KINDERGARTEN,FEMALE,48165
2019-2020,PUBLIC,BARMM,KINDERGARTEN,MALE,48133
2019-2020,PUBLIC,BARMM,NON-GRADE (PRIMARY),FEMALE,99
2019-2020,PUBLIC,BARMM,NON-GRADE (PRIMARY),MALE,128
2019-2020,PUBLIC,BARMM,NON-GRADE (SECONDARY),FEMALE,0
2019-2020,PUBLIC,BARMM,NON-GRADE (SECONDARY),MALE,0
2019-2020,PUBLIC,CAR,GRADE 1,FEMALE,16705
2019-2020,PUBLIC,CAR,GRADE 1,MALE,17739
2019-2020,PUBLIC,CAR,GRADE 10,FEMALE,11910
2019-2020,PUBLIC,CAR,GRADE 10,MALE,10767
2019-2020,PUBLIC,CAR,GRADE 2,FEMALE,15133
2019-2020,PUBLIC,CAR,GRADE 2,MALE,16471
2019-2020,PUBLIC,CAR,GRADE 3,FEMALE,12950
2019-2020,PUBLIC,CAR,GRADE 3,MALE,14324
2019-2020,PUBLIC,CAR,GRADE 4,FEMALE,14565
2019-2020,PUBLIC,CAR,GRADE 4,MALE,15891
2019-2020,PUBLIC,CAR,GRADE 5,FEMALE,15552
2019-2020,PUBLIC,CAR,GRADE 5,MALE,16564
2019-2020,PUBLIC,CAR,GRADE 6,FEMALE,16052
2019-2020,PUBLIC,CAR,GRADE 6,MALE,17281
2019-2020,PUBLIC,CAR,GRADE 7,FEMALE,13054
2019-2020,PUBLIC,CAR,GRADE 7,MALE,14726
2019-2020,PUBLIC,CAR,GRADE 8,FEMALE,13499
2019-2020,PUBLIC,CAR,GRADE 8,MALE,14377
2019-2020,PUBLIC,CAR,GRADE 9,FEMALE,12681
2019-2020,PUBLIC,CAR,GRADE 9,MALE,12153
2019-2020,PUBLIC,CAR,KINDERGARTEN,FEMALE,12411
2019-2020,PUBLIC,CAR,KINDERGARTEN,MALE,13895
2019-2020,PUBLIC,CAR,NON-GRADE (PRIMARY),FEMALE,213
2019-2020,PUBLIC,CAR,NON-GRADE (PRIMARY),MALE,433
2019-2020,PUBLIC,CAR,NON-GRADE (SECONDARY),FEMALE,21
2019-2020,PUBLIC,CAR,NON-GRADE (SECONDARY),MALE,20
2019-2020,PUBLIC,CARAGA,GRADE 1,FEMALE,33287
2019-2020,PUBLIC,CARAGA,GRADE 1,MALE,35951
2019-2020,PUBLIC,CARAGA,GRADE 10,FEMALE,23464
2019-2020,PUBLIC,CARAGA,GRADE 10,MALE,22108
2019-2020,PUBLIC,CARAGA,GRADE 2,FEMALE,30400
2019-2020,PUBLIC,CARAGA,GRADE 2,MALE,33117
2019-2020,PUBLIC,CARAGA,GRADE 3,FEMALE,25772
2019-2020,PUBLIC,CARAGA,GRADE 3,MALE,28451
2019-2020,PUBLIC,CARAGA,GRADE 4,FEMALE,29122
2019-2020,PUBLIC,CARAGA,GRADE 4,MALE,31261
2019-2020,PUBLIC,CARAGA,GRADE 5,FEMALE,29939
2019-2020,PUBLIC,CARAGA,GRADE 5,MALE,31835
2019-2020,PUBLIC,CARAGA,GRADE 6,FEMALE,30511
2019-2020,PUBLIC,CARAGA,GRADE 6,MALE,32584
2019-2020,PUBLIC,CARAGA,GRADE 7,FEMALE,27057
2019-2020,PUBLIC,CARAGA,GRADE 7,MALE,29171
2019-2020,PUBLIC,CARAGA,GRADE 8,FEMALE,28198
2019-2020,PUBLIC,CARAGA,GRADE 8,MALE,29568
2019-2020,PUBLIC,CARAGA,GRADE 9,FEMALE,26618
2019-2020,PUBLIC,CARAGA,GRADE 9,MALE,26090
2019-2020,PUBLIC,CARAGA,KINDERGARTEN,FEMALE,25911
2019-2020,PUBLIC,CARAGA,KINDERGARTEN,MALE,29010
2019-2020,PUBLIC,CARAGA,NON-GRADE (PRIMARY),FEMALE,626
2019-2020,PUBLIC,CARAGA,NON-GRADE (PRIMARY),MALE,937
2019-2020,PUBLIC,CARAGA,NON-GRADE (SECONDARY),FEMALE,9
2019-2020,PUBLIC,CARAGA,NON-GRADE (SECONDARY),MALE,8
2019-2020,PUBLIC,NCR,GRADE 1,FEMALE,92449
2019-2020,PUBLIC,NCR,GRADE 1,MALE,99224
2019-2020,PUBLIC,NCR,GRADE 10,FEMALE,80865
2019-2020,PUBLIC,NCR,GRADE 10,MALE,75269
2019-2020,PUBLIC,NCR,GRADE 2,FEMALE,88824
2019-2020,PUBLIC,NCR,GRADE 2,MALE,95837
2019-2020,PUBLIC,NCR,GRADE 3,FEMALE,77376
2019-2020,PUBLIC,NCR,GRADE 3,MALE,83345
2019-2020,PUBLIC,NCR,GRADE 4,FEMALE,82911
2019-2020,PUBLIC,NCR,GRADE 4,MALE,87525
2019-2020,PUBLIC,NCR,GRADE 5,FEMALE,89489
2019-2020,PUBLIC,NCR,GRADE 5,MALE,93300
2019-2020,PUBLIC,NCR,GRADE 6,FEMALE,94164
2019-2020,PUBLIC,NCR,GRADE 6,MALE,97626
2019-2020,PUBLIC,NCR,GRADE 7,FEMALE,92090
2019-2020,PUBLIC,NCR,GRADE 7,MALE,98962
2019-2020,PUBLIC,NCR,GRADE 8,FEMALE,90718
2019-2020,PUBLIC,NCR,GRADE 8,MALE,93079
2019-2020,PUBLIC,NCR,GRADE 9,FEMALE,87948
2019-2020,PUBLIC,NCR,GRADE 9,MALE,85284
2019-2020,PUBLIC,NCR,KINDERGARTEN,FEMALE,77344
2019-2020,PUBLIC,NCR,KINDERGARTEN,MALE,84265
2019-2020,PUBLIC,NCR,NON-GRADE (PRIMARY),FEMALE,3210
2019-2020,PUBLIC,NCR,NON-GRADE (PRIMARY),MALE,6088
2019-2020,PUBLIC,NCR,NON-GRADE (SECONDARY),FEMALE,114
2019-2020,PUBLIC,NCR,NON-GRADE (SECONDARY),MALE,182
2019-2020,PUBLIC,REGION 1,GRADE 1,FEMALE,49278
2019-2020,PUBLIC,REGION 1,GRADE 1,MALE,52903
2019-2020,PUBLIC,REGION 1,GRADE 10,FEMALE,39932
2019-2020,PUBLIC,REGION 1,GRADE 10,MALE,39473
2019-2020,PUBLIC,REGION 1,GRADE 2,FEMALE,45802
2019-2020,PUBLIC,REGION 1,GRADE 2,MALE,50177
2019-2020,PUBLIC,REGION 1,GRADE 3,FEMALE,37062
2019-2020,PUBLIC,REGION 1,GRADE 3,MALE,40931
2019-2020,PUBLIC,REGION 1,GRADE 4,FEMALE,42969
2019-2020,PUBLIC,REGION 1,GRADE 4,MALE,46231
2019-2020,PUBLIC,REGION 1,GRADE 5,FEMALE,45706
2019-2020,PUBLIC,REGION 1,GRADE 5,MALE,49086
2019-2020,PUBLIC,REGION 1,GRADE 6,FEMALE,48525
2019-2020,PUBLIC,REGION 1,GRADE 6,MALE,52709
2019-2020,PUBLIC,REGION 1,GRADE 7,FEMALE,44205
2019-2020,PUBLIC,REGION 1,GRADE 7,MALE,49397
2019-2020,PUBLIC,REGION 1,GRADE 8,FEMALE,44463
2019-2020,PUBLIC,REGION 1,GRADE 8,MALE,48755
2019-2020,PUBLIC,REGION 1,GRADE 9,FEMALE,43229
2019-2020,PUBLIC,REGION 1,GRADE 9,MALE,44017
2019-2020,PUBLIC,REGION 1,KINDERGARTEN,FEMALE,35779
2019-2020,PUBLIC,REGION 1,KINDERGARTEN,MALE,40180
2019-2020,PUBLIC,REGION 1,NON-GRADE (PRIMARY),FEMALE,1092
2019-2020,PUBLIC,REGION 1,NON-GRADE (PRIMARY),MALE,1741
2019-2020,PUBLIC,REGION 1,NON-GRADE (SECONDARY),FEMALE,53
2019-2020,PUBLIC,REGION 1,NON-GRADE (SECONDARY),MALE,88
2019-2020,PUBLIC,REGION 10,GRADE 1,FEMALE,56257
2019-2020,PUBLIC,REGION 10,GRADE 1,MALE,60673
2019-2020,PUBLIC,REGION 10,GRADE 10,FEMALE,33711
2019-2020,PUBLIC,REGION 10,GRADE 10,MALE,29809
2019-2020,PUBLIC,REGION 10,GRADE 2,FEMALE,51662
2019-2020,PUBLIC,REGION 10,GRADE 2,MALE,55674
2019-2020,PUBLIC,REGION 10,GRADE 3,FEMALE,44769
2019-2020,PUBLIC,REGION 10,GRADE 3,MALE,48790
2019-2020,PUBLIC,REGION 10,GRADE 4,FEMALE,47805
2019-2020,PUBLIC,REGION 10,GRADE 4,MALE,51580
2019-2020,PUBLIC,REGION 10,GRADE 5,FEMALE,49385
2019-2020,PUBLIC,REGION 10,GRADE 5,MALE,53396
2019-2020,PUBLIC,REGION 10,GRADE 6,FEMALE,50240
2019-2020,PUBLIC,REGION 10,GRADE 6,MALE,53071
2019-2020,PUBLIC,REGION 10,GRADE 7,FEMALE,43970
2019-2020,PUBLIC,REGION 10,GRADE 7,MALE,46798
2019-2020,PUBLIC,REGION 10,GRADE 8,FEMALE,44756
2019-2020,PUBLIC,REGION 10,GRADE 8,MALE,45098
2019-2020,PUBLIC,REGION 10,GRADE 9,FEMALE,40550
2019-2020,PUBLIC,REGION 10,GRADE 9,MALE,36975
2019-2020,PUBLIC,REGION 10,KINDERGARTEN,FEMALE,46441
2019-2020,PUBLIC,REGION 10,KINDERGARTEN,MALE,51129
2019-2020,PUBLIC,REGION 10,NON-GRADE (PRIMARY),FEMALE,1070
2019-2020,PUBLIC,REGION 10,NON-GRADE (PRIMARY),MALE,1767
2019-2020,PUBLIC,REGION 10,NON-GRADE (SECONDARY),FEMALE,64
2019-2020,PUBLIC,REGION 10,NON-GRADE (SECONDARY),MALE,94
2019-2020,PUBLIC,REGION 11,GRADE 1,FEMALE,54446
2019-2020,PUBLIC,REGION 11,GRADE 1,MALE,58339
2019-2020,PUBLIC,REGION 11,GRADE 10,FEMALE,39158
2019-2020,PUBLIC,REGION 11,GRADE 10,MALE,33850
2019-2020,PUBLIC,REGION 11,GRADE 2,FEMALE,52471
2019-2020,PUBLIC,REGION 11,GRADE 2,MALE,56022
2019-2020,PUBLIC,REGION 11,GRADE 3,FEMALE,40349
2019-2020,PUBLIC,REGION 11,GRADE 3,MALE,45021
2019-2020,PUBLIC,REGION 11,GRADE 4,FEMALE,49114
2019-2020,PUBLIC,REGION 11,GRADE 4,MALE,52159
2019-2020,PUBLIC,REGION 11,GRADE 5,FEMALE,51667
2019-2020,PUBLIC,REGION 11,GRADE 5,MALE,54492
2019-2020,PUBLIC,REGION 11,GRADE 6,FEMALE,50372
2019-2020,PUBLIC,REGION 11,GRADE 6,MALE,52209
2019-2020,PUBLIC,REGION 11,GRADE 7,FEMALE,49360
2019-2020,PUBLIC,REGION 11,GRADE 7,MALE,53169
2019-2020,PUBLIC,REGION 11,GRADE 8,FEMALE,52004
2019-2020,PUBLIC,REGION 11,GRADE 8,MALE,51478
2019-2020,PUBLIC,REGION 11,GRADE 9,FEMALE,45506
2019-2020,PUBLIC,REGION 11,GRADE 9,MALE,41911
2019-2020,PUBLIC,REGION 11,KINDERGARTEN,FEMALE,44907
2019-2020,PUBLIC,REGION 11,KINDERGARTEN,MALE,49731
2019-2020,PUBLIC,REGION 11,NON-GRADE (PRIMARY),FEMALE,1387
2019-2020,PUBLIC,REGION 11,NON-GRADE (PRIMARY),MALE,2285
2019-2020,PUBLIC,REGION 11,NON-GRADE (SECONDARY),FEMALE,16
2019-2020,PUBLIC,REGION 11,NON-GRADE (SECONDARY),MALE,15
2019-2020,PUBLIC,REGION 12,GRADE 1,FEMALE,53798
2019-2020,PUBLIC,REGION 12,GRADE 1,MALE,57147
2019-2020,PUBLIC,REGION 12,GRADE 10,FEMALE,34632
2019-2020,PUBLIC,REGION 12,GRADE 10,MALE,30075
2019-2020,PUBLIC,REGION 12,GRADE 2,FEMALE,50047
2019-2020,PUBLIC,REGION 12,GRADE 2,MALE,53800
2019-2020,PUBLIC,REGION 12,GRADE 3,FEMALE,41728
2019-2020,PUBLIC,REGION 12,GRADE 3,MALE,44791
2019-2020,PUBLIC,REGION 12,GRADE 4,FEMALE,46512
2019-2020,PUBLIC,REGION 12,GRADE 4,MALE,48824
2019-2020,PUBLIC,REGION 12,GRADE 5,FEMALE,49391
2019-2020,PUBLIC,REGION 12,GRADE 5,MALE,52223
2019-2020,PUBLIC,REGION 12,GRADE 6,FEMALE,50467
2019-2020,PUBLIC,REGION 12,GRADE 6,MALE,52549
2019-2020,PUBLIC,REGION 12,GRADE 7,FEMALE,45341
2019-2020,PUBLIC,REGION 12,GRADE 7,MALE,47407
2019-2020,PUBLIC,REGION 12,GRADE 8,FEMALE,46299
2019-2020,PUBLIC,REGION 12,GRADE 8,MALE,45264
2019-2020,PUBLIC,REGION 12,GRADE 9,FEMALE,41211
2019-2020,PUBLIC,REGION 12,GRADE 9,MALE,37217
2019-2020,PUBLIC,REGION 12,KINDERGARTEN,FEMALE,43890
2019-2020,PUBLIC,REGION 12,KINDERGARTEN,MALE,47645
2019-2020,PUBLIC,REGION 12,NON-GRADE (PRIMARY),FEMALE,596
2019-2020,PUBLIC,REGION 12,NON-GRADE (PRIMARY),MALE,928
2019-2020,PUBLIC,REGION 12,NON-GRADE (SECONDARY),FEMALE,10
2019-2020,PUBLIC,REGION 12,NON-GRADE (SECONDARY),MALE,19
2019-2020,PUBLIC,REGION 2,GRADE 1,FEMALE,38025
2019-2020,PUBLIC,REGION 2,GRADE 1,MALE,40641
2019-2020,PUBLIC,REGION 2,GRADE 10,FEMALE,25592
2019-2020,PUBLIC,REGION 2,GRADE 10,MALE,23925
2019-2020,PUBLIC,REGION 2,GRADE 2,FEMALE,34877
2019-2020,PUBLIC,REGION 2,GRADE 2,MALE,37636
2019-2020,PUBLIC,REGION 2,GRADE 3,FEMALE,27846
