SCHOOL YEAR,SECTOR,REGION,GRADE LEVEL,GENDER,NUMBER OF ENROLLEES
2018-2019,PUBLIC,CAR,NON-GRADE,FEMALE, - 
2018-2019,PUBLIC,NCR,NON-GRADE,FEMALE, - 
2018-2019,PRIVATE,REGION 1,GRADE 7,MALE,"  9,275 "
2018-2019,PRIVATE,REGION 2,GRADE 7,MALE,"  6,359 "
2018-2019,PRIVATE,REGION 3,GRADE 7,MALE,"  24,595 "
2018-2019,PRIVATE,REGION 4A,GRADE 7,MALE,"  37,109 "
2018-2019,PRIVATE,REGION 4B,GRADE 7,MALE,"  4,436 "
2018-2019,PRIVATE,REGION 5,GRADE 7,MALE,"  9,770 "
2018-2019,PRIVATE,REGION 6,GRADE 7,MALE,"  12,209 "
2018-2019,PRIVATE,REGION 7,GRADE 7,MALE,"  16,812 "
2018-2019,PRIVATE,REGION 8,GRADE 7,MALE,"  5,321 "
2018-2019,PRIVATE,REGION 9,GRADE 7,MALE,"  4,647 "
2018-2019,PRIVATE,REGION 10,GRADE 7,MALE,"  10,605 "
2018-2019,PRIVATE,REGION 11,GRADE 7,MALE,"  9,247 "
2018-2019,PRIVATE,REGION 12,GRADE 7,MALE,"  8,797 "
2018-2019,PRIVATE,CARAGA,GRADE 7,MALE,"  4,183 "
2018-2019,PRIVATE,BARMM,GRADE 7,MALE,"  4,609 "
2018-2019,PRIVATE,CAR,GRADE 7,MALE,"  5,201 "
2018-2019,PRIVATE,NCR,GRADE 7,MALE,"  28,238 "
2018-2019,PRIVATE,REGION 1,GRADE 8,MALE,"  8,784 "
2018-2019,PRIVATE,REGION 2,GRADE 8,MALE,"  5,679 "
2018-2019,PRIVATE,REGION 3,GRADE 8,MALE,"  23,117 "
2018-2019,PRIVATE,REGION 4A,GRADE 8,MALE,"  34,809 "
2018-2019,PRIVATE,REGION 4B,GRADE 8,MALE,"  4,066 "
2018-2019,PRIVATE,REGION 5,GRADE 8,MALE,"  8,781 "
2018-2019,PRIVATE,REGION 6,GRADE 8,MALE,"  11,062 "
2018-2019,PRIVATE,REGION 7,GRADE 8,MALE,"  14,877 "
2018-2019,PRIVATE,REGION 8,GRADE 8,MALE,"  5,107 "
2018-2019,PRIVATE,REGION 9,GRADE 8,MALE,"  4,243 "
2018-2019,PRIVATE,REGION 10,GRADE 8,MALE,"  9,719 "
2018-2019,PRIVATE,REGION 11,GRADE 8,MALE,"  8,184 "
2018-2019,PRIVATE,REGION 12,GRADE 8,MALE,"  7,774 "
2018-2019,PRIVATE,CARAGA,GRADE 8,MALE,"  3,807 "
2018-2019,PRIVATE,BARMM,GRADE 8,MALE,"  3,656 "
2018-2019,PRIVATE,CAR,GRADE 8,MALE,"  4,524 "
2018-2019,PRIVATE,NCR,GRADE 8,MALE,"  26,576 "
2018-2019,PRIVATE,REGION 1,GRADE 9,MALE,"  8,476 "
2018-2019,PRIVATE,REGION 2,GRADE 9,MALE,"  5,467 "
2018-2019,PRIVATE,REGION 3,GRADE 9,MALE,"  22,069 "
2018-2019,PRIVATE,REGION 4A,GRADE 9,MALE,"  32,650 "
2018-2019,PRIVATE,REGION 4B,GRADE 9,MALE,"  3,809 "
2018-2019,PRIVATE,REGION 5,GRADE 9,MALE,"  7,643 "
2018-2019,PRIVATE,REGION 6,GRADE 9,MALE,"  9,661 "
2018-2019,PRIVATE,REGION 7,GRADE 9,MALE,"  13,494 "
2018-2019,PRIVATE,REGION 8,GRADE 9,MALE,"  4,384 "
2018-2019,PRIVATE,REGION 9,GRADE 9,MALE,"  3,782 "
2018-2019,PRIVATE,REGION 10,GRADE 9,MALE,"  8,151 "
2018-2019,PRIVATE,REGION 11,GRADE 9,MALE,"  7,824 "
2018-2019,PRIVATE,REGION 12,GRADE 9,MALE,"  6,933 "
2018-2019,PRIVATE,CARAGA,GRADE 9,MALE,"  3,252 "
2018-2019,PRIVATE,BARMM,GRADE 9,MALE,"  3,224 "
2018-2019,PRIVATE,CAR,GRADE 9,MALE,"  4,043 "
2018-2019,PRIVATE,NCR,GRADE 9,MALE,"  26,019 "
2018-2019,PRIVATE,REGION 1,GRADE 10,MALE,"  8,118 "
2018-2019,PRIVATE,REGION 2,GRADE 10,MALE,"  4,927 "
2018-2019,PRIVATE,REGION 3,GRADE 10,MALE,"  21,488 "
2018-2019,PRIVATE,REGION 4A,GRADE 10,MALE,"  31,214 "
2018-2019,PRIVATE,REGION 4B,GRADE 10,MALE,"  3,552 "
2018-2019,PRIVATE,REGION 5,GRADE 10,MALE,"  7,130 "
2018-2019,PRIVATE,REGION 6,GRADE 10,MALE,"  9,366 "
2018-2019,PRIVATE,REGION 7,GRADE 10,MALE,"  13,029 "
2018-2019,PRIVATE,REGION 8,GRADE 10,MALE,"  4,155 "
2018-2019,PRIVATE,REGION 9,GRADE 10,MALE,"  3,410 "
2018-2019,PRIVATE,REGION 10,GRADE 10,MALE,"  7,523 "
2018-2019,PRIVATE,REGION 11,GRADE 10,MALE,"  7,181 "
2018-2019,PRIVATE,REGION 12,GRADE 10,MALE,"  6,566 "
2018-2019,PRIVATE,CARAGA,GRADE 10,MALE,"  2,925 "
2018-2019,PRIVATE,BARMM,GRADE 10,MALE,"  2,791 "
2018-2019,PRIVATE,CAR,GRADE 10,MALE,"  3,641 "
2018-2019,PRIVATE,NCR,GRADE 10,MALE,"  25,669 "
2018-2019,PRIVATE,REGION 1,NON-GRADE,MALE, - 
2018-2019,PRIVATE,REGION 2,NON-GRADE,MALE, - 
2018-2019,PRIVATE,REGION 3,NON-GRADE,MALE, - 
2018-2019,PRIVATE,REGION 4A,NON-GRADE,MALE, - 
2018-2019,PRIVATE,REGION 4B,NON-GRADE,MALE, - 
2018-2019,PRIVATE,REGION 5,NON-GRADE,MALE, - 
2018-2019,PRIVATE,REGION 6,NON-GRADE,MALE, - 
2018-2019,PRIVATE,REGION 7,NON-GRADE,MALE, - 
2018-2019,PRIVATE,REGION 8,NON-GRADE,MALE, - 
2018-2019,PRIVATE,REGION 9,NON-GRADE,MALE, - 
2018-2019,PRIVATE,REGION 10,NON-GRADE,MALE, - 
2018-2019,PRIVATE,REGION 11,NON-GRADE,MALE, - 
2018-2019,PRIVATE,REGION 12,NON-GRADE,MALE, - 
2018-2019,PRIVATE,CARAGA,NON-GRADE,MALE, - 
2018-2019,PRIVATE,BARMM,NON-GRADE,MALE, - 
2018-2019,PRIVATE,CAR,NON-GRADE,MALE, - 
2018-2019,PRIVATE,NCR,NON-GRADE,MALE, - 
2018-2019,PRIVATE,REGION 1,GRADE 7,FEMALE,"  8,531 "
2018-2019,PRIVATE,REGION 2,GRADE 7,FEMALE,"  5,892 "
2018-2019,PRIVATE,REGION 3,GRADE 7,FEMALE,"  24,220 "
2018-2019,PRIVATE,REGION 4A,GRADE 7,FEMALE,"  35,554 "
2018-2019,PRIVATE,REGION 4B,GRADE 7,FEMALE,"  4,132 "
2018-2019,PRIVATE,REGION 5,GRADE 7,FEMALE,"  9,063 "
2018-2019,PRIVATE,REGION 6,GRADE 7,FEMALE,"  11,313 "
2018-2019,PRIVATE,REGION 7,GRADE 7,FEMALE,"  16,426 "
2018-2019,PRIVATE,REGION 8,GRADE 7,FEMALE,"  4,570 "
2018-2019,PRIVATE,REGION 9,GRADE 7,FEMALE,"  4,220 "
2018-2019,PRIVATE,REGION 10,GRADE 7,FEMALE,"  9,503 "
2018-2019,PRIVATE,REGION 11,GRADE 7,FEMALE,"  8,544 "
2018-2019,PRIVATE,REGION 12,GRADE 7,FEMALE,"  8,028 "
2018-2019,PRIVATE,CARAGA,GRADE 7,FEMALE,"  3,770 "
2018-2019,PRIVATE,BARMM,GRADE 7,FEMALE,"  5,161 "
2018-2019,PRIVATE,CAR,GRADE 7,FEMALE,"  4,676 "
2018-2019,PRIVATE,NCR,GRADE 7,FEMALE,"  27,167 "
2018-2019,PRIVATE,REGION 1,GRADE 8,FEMALE,"  8,611 "
2018-2019,PRIVATE,REGION 2,GRADE 8,FEMALE,"  5,553 "
2018-2019,PRIVATE,REGION 3,GRADE 8,FEMALE,"  22,459 "
2018-2019,PRIVATE,REGION 4A,GRADE 8,FEMALE,"  33,771 "
2018-2019,PRIVATE,REGION 4B,GRADE 8,FEMALE,"  4,161 "
2018-2019,PRIVATE,REGION 5,GRADE 8,FEMALE,"  8,477 "
2018-2019,PRIVATE,REGION 6,GRADE 8,FEMALE,"  10,524 "
2018-2019,PRIVATE,REGION 7,GRADE 8,FEMALE,"  14,906 "
2018-2019,PRIVATE,REGION 8,GRADE 8,FEMALE,"  4,712 "
2018-2019,PRIVATE,REGION 9,GRADE 8,FEMALE,"  3,963 "
2018-2019,PRIVATE,REGION 10,GRADE 8,FEMALE,"  9,037 "
2018-2019,PRIVATE,REGION 11,GRADE 8,FEMALE,"  7,772 "
2018-2019,PRIVATE,REGION 12,GRADE 8,FEMALE,"  7,630 "
2018-2019,PRIVATE,CARAGA,GRADE 8,FEMALE,"  3,716 "
2018-2019,PRIVATE,BARMM,GRADE 8,FEMALE,"  4,215 "
2018-2019,PRIVATE,CAR,GRADE 8,FEMALE,"  4,527 "
2018-2019,PRIVATE,NCR,GRADE 8,FEMALE,"  25,630 "
2018-2019,PRIVATE,REGION 1,GRADE 9,FEMALE,"  8,381 "
2018-2019,PRIVATE,REGION 2,GRADE 9,FEMALE,"  5,452 "
2018-2019,PRIVATE,REGION 3,GRADE 9,FEMALE,"  21,813 "
2018-2019,PRIVATE,REGION 4A,GRADE 9,FEMALE,"  31,979 "
2018-2019,PRIVATE,REGION 4B,GRADE 9,FEMALE,"  3,540 "
2018-2019,PRIVATE,REGION 5,GRADE 9,FEMALE,"  7,834 "
2018-2019,PRIVATE,REGION 6,GRADE 9,FEMALE,"  9,624 "
2018-2019,PRIVATE,REGION 7,GRADE 9,FEMALE,"  13,607 "
2018-2019,PRIVATE,REGION 8,GRADE 9,FEMALE,"  4,306 "
2018-2019,PRIVATE,REGION 9,GRADE 9,FEMALE,"  3,690 "
2018-2019,PRIVATE,REGION 10,GRADE 9,FEMALE,"  8,091 "
2018-2019,PRIVATE,REGION 11,GRADE 9,FEMALE,"  7,612 "
2018-2019,PRIVATE,REGION 12,GRADE 9,FEMALE,"  6,770 "
2018-2019,PRIVATE,CARAGA,GRADE 9,FEMALE,"  3,453 "
2018-2019,PRIVATE,BARMM,GRADE 9,FEMALE,"  3,887 "
2018-2019,PRIVATE,CAR,GRADE 9,FEMALE,"  4,115 "
2018-2019,PRIVATE,NCR,GRADE 9,FEMALE,"  24,838 "
2018-2019,PRIVATE,REGION 1,GRADE 10,FEMALE,"  8,033 "
2018-2019,PRIVATE,REGION 2,GRADE 10,FEMALE,"  5,208 "
2018-2019,PRIVATE,REGION 3,GRADE 10,FEMALE,"  21,202 "
2018-2019,PRIVATE,REGION 4A,GRADE 10,FEMALE,"  30,512 "
2018-2019,PRIVATE,REGION 4B,GRADE 10,FEMALE,"  3,464 "
2018-2019,PRIVATE,REGION 5,GRADE 10,FEMALE,"  7,330 "
2018-2019,PRIVATE,REGION 6,GRADE 10,FEMALE,"  9,242 "
2018-2019,PRIVATE,REGION 7,GRADE 10,FEMALE,"  12,960 "
2018-2019,PRIVATE,REGION 8,GRADE 10,FEMALE,"  4,229 "
2018-2019,PRIVATE,REGION 9,GRADE 10,FEMALE,"  3,503 "
2018-2019,PRIVATE,REGION 10,GRADE 10,FEMALE,"  7,572 "
2018-2019,PRIVATE,REGION 11,GRADE 10,FEMALE,"  7,147 "
2018-2019,PRIVATE,REGION 12,GRADE 10,FEMALE,"  6,700 "
2018-2019,PRIVATE,CARAGA,GRADE 10,FEMALE,"  2,965 "
2018-2019,PRIVATE,BARMM,GRADE 10,FEMALE,"  3,425 "
2018-2019,PRIVATE,CAR,GRADE 10,FEMALE,"  3,961 "
2018-2019,PRIVATE,NCR,GRADE 10,FEMALE,"  25,194 "
2018-2019,PRIVATE,REGION 1,NON-GRADE,FEMALE, - 
2018-2019,PRIVATE,REGION 2,NON-GRADE,FEMALE, - 
2018-2019,PRIVATE,REGION 3,NON-GRADE,FEMALE, - 
2018-2019,PRIVATE,REGION 4A,NON-GRADE,FEMALE, - 
2018-2019,PRIVATE,REGION 4B,NON-GRADE,FEMALE, - 
2018-2019,PRIVATE,REGION 5,NON-GRADE,FEMALE, - 
2018-2019,PRIVATE,REGION 6,NON-GRADE,FEMALE, - 
2018-2019,PRIVATE,REGION 7,NON-GRADE,FEMALE, - 
2018-2019,PRIVATE,REGION 8,NON-GRADE,FEMALE, - 
2018-2019,PRIVATE,REGION 9,NON-GRADE,FEMALE, - 
2018-2019,PRIVATE,REGION 10,NON-GRADE,FEMALE, - 
2018-2019,PRIVATE,REGION 11,NON-GRADE,FEMALE, - 
2018-2019,PRIVATE,REGION 12,NON-GRADE,FEMALE, - 
2018-2019,PRIVATE,CARAGA,NON-GRADE,FEMALE, - 
2018-2019,PRIVATE,BARMM,NON-GRADE,FEMALE, - 
2018-2019,PRIVATE,CAR,NON-GRADE,FEMALE, - 
2018-2019,PRIVATE,NCR,NON-GRADE,FEMALE, - 
2018-2019,SUCSLUCS,REGION 1,GRADE 7,MALE,  226 
2018-2019,SUCSLUCS,REGION 2,GRADE 7,MALE, - 
2018-2019,SUCSLUCS,REGION 3,GRADE 7,MALE,  609 
2018-2019,SUCSLUCS,REGION 4A,GRADE 7,MALE,  384 
2018-2019,SUCSLUCS,REGION 4B,GRADE 7,MALE,  238 
2018-2019,SUCSLUCS,REGION 5,GRADE 7,MALE,  161 
2018-2019,SUCSLUCS,REGION 6,GRADE 7,MALE,  253 
2018-2019,SUCSLUCS,REGION 7,GRADE 7,MALE,  86 
2018-2019,SUCSLUCS,REGION 8,GRADE 7,MALE,  345 
2018-2019,SUCSLUCS,REGION 9,GRADE 7,MALE,  316 
2018-2019,SUCSLUCS,REGION 10,GRADE 7,MALE,  554 
2018-2019,SUCSLUCS,REGION 11,GRADE 7,MALE, - 
2018-2019,SUCSLUCS,REGION 12,GRADE 7,MALE,  216 
2018-2019,SUCSLUCS,CARAGA,GRADE 7,MALE,  27 
2018-2019,SUCSLUCS,BARMM,GRADE 7,MALE,"  2,709 "
2018-2019,SUCSLUCS,CAR,GRADE 7,MALE,  168 
2018-2019,SUCSLUCS,NCR,GRADE 7,MALE,  192 
2018-2019,SUCSLUCS,REGION 1,GRADE 8,MALE,  282 
2018-2019,SUCSLUCS,REGION 2,GRADE 8,MALE, - 
2018-2019,SUCSLUCS,REGION 3,GRADE 8,MALE,  536 
2018-2019,SUCSLUCS,REGION 4A,GRADE 8,MALE,  490 
2018-2019,SUCSLUCS,REGION 4B,GRADE 8,MALE,  223 
2018-2019,SUCSLUCS,REGION 5,GRADE 8,MALE,  151 
2018-2019,SUCSLUCS,REGION 6,GRADE 8,MALE,  294 
2018-2019,SUCSLUCS,REGION 7,GRADE 8,MALE,  115 
2018-2019,SUCSLUCS,REGION 8,GRADE 8,MALE,  319 
2018-2019,SUCSLUCS,REGION 9,GRADE 8,MALE,  271 
2018-2019,SUCSLUCS,REGION 10,GRADE 8,MALE,  524 
2018-2019,SUCSLUCS,REGION 11,GRADE 8,MALE, - 
2018-2019,SUCSLUCS,REGION 12,GRADE 8,MALE,  229 
2018-2019,SUCSLUCS,CARAGA,GRADE 8,MALE,  50 
2018-2019,SUCSLUCS,BARMM,GRADE 8,MALE,"  2,292 "
2018-2019,SUCSLUCS,CAR,GRADE 8,MALE,  208 
2018-2019,SUCSLUCS,NCR,GRADE 8,MALE,  190 
2018-2019,SUCSLUCS,REGION 1,GRADE 9,MALE,  299 
2018-2019,SUCSLUCS,REGION 2,GRADE 9,MALE,  24 
2018-2019,SUCSLUCS,REGION 3,GRADE 9,MALE,  494 
2018-2019,SUCSLUCS,REGION 4A,GRADE 9,MALE,  464 
2018-2019,SUCSLUCS,REGION 4B,GRADE 9,MALE,  161 
2018-2019,SUCSLUCS,REGION 5,GRADE 9,MALE,  171 
2018-2019,SUCSLUCS,REGION 6,GRADE 9,MALE,  310 
2018-2019,SUCSLUCS,REGION 7,GRADE 9,MALE,  95 
2018-2019,SUCSLUCS,REGION 8,GRADE 9,MALE,  330 
2018-2019,SUCSLUCS,REGION 9,GRADE 9,MALE,  229 
2018-2019,SUCSLUCS,REGION 10,GRADE 9,MALE,  420 
2018-2019,SUCSLUCS,REGION 11,GRADE 9,MALE, - 
2018-2019,SUCSLUCS,REGION 12,GRADE 9,MALE,  232 
2018-2019,SUCSLUCS,CARAGA,GRADE 9,MALE,  60 
2018-2019,SUCSLUCS,BARMM,GRADE 9,MALE,"  1,900 "
2018-2019,SUCSLUCS,CAR,GRADE 9,MALE,  217 
2018-2019,SUCSLUCS,NCR,GRADE 9,MALE,  185 
2018-2019,SUCSLUCS,REGION 1,GRADE 10,MALE,  251 
2018-2019,SUCSLUCS,REGION 2,GRADE 10,MALE,  19 
2018-2019,SUCSLUCS,REGION 3,GRADE 10,MALE,  414 
2018-2019,SUCSLUCS,REGION 4A,GRADE 10,MALE,  446 
2018-2019,SUCSLUCS,REGION 4B,GRADE 10,MALE,  167 
2018-2019,SUCSLUCS,REGION 5,GRADE 10,MALE,  204 
2018-2019,SUCSLUCS,REGION 6,GRADE 10,MALE,  266 
2018-2019,SUCSLUCS,REGION 7,GRADE 10,MALE,  115 
2018-2019,SUCSLUCS,REGION 8,GRADE 10,MALE,  322 
2018-2019,SUCSLUCS,REGION 9,GRADE 10,MALE,  213 
2018-2019,SUCSLUCS,REGION 10,GRADE 10,MALE,  387 
2018-2019,SUCSLUCS,REGION 11,GRADE 10,MALE, - 
2018-2019,SUCSLUCS,REGION 12,GRADE 10,MALE,  197 
2018-2019,SUCSLUCS,CARAGA,GRADE 10,MALE,  66 
2018-2019,SUCSLUCS,BARMM,GRADE 10,MALE,"  1,711 "
2018-2019,SUCSLUCS,CAR,GRADE 10,MALE,  202 
2018-2019,SUCSLUCS,NCR,GRADE 10,MALE,  201 
2018-2019,SUCSLUCS,REGION 1,NON-GRADE,MALE, - 
2018-2019,SUCSLUCS,REGION 2,NON-GRADE,MALE, - 
2018-2019,SUCSLUCS,REGION 3,NON-GRADE,MALE, - 
2018-2019,SUCSLUCS,REGION 4A,NON-GRADE,MALE, - 
2018-2019,SUCSLUCS,REGION 4B,NON-GRADE,MALE, - 
2018-2019,SUCSLUCS,REGION 5,NON-GRADE,MALE, - 
2018-2019,SUCSLUCS,REGION 6,NON-GRADE,MALE, - 
2018-2019,SUCSLUCS,REGION 7,NON-GRADE,MALE, - 
2018-2019,SUCSLUCS,REGION 8,NON-GRADE,MALE, - 
2018-2019,SUCSLUCS,REGION 9,NON-GRADE,MALE, - 
2018-2019,SUCSLUCS,REGION 10,NON-GRADE,MALE, - 
2018-2019,SUCSLUCS,REGION 11,NON-GRADE,MALE, - 
2018-2019,SUCSLUCS,REGION 12,NON-GRADE,MALE, - 
2018-2019,SUCSLUCS,CARAGA,NON-GRADE,MALE, - 
2018-2019,SUCSLUCS,BARMM,NON-GRADE,MALE, - 
2018-2019,SUCSLUCS,CAR,NON-GRADE,MALE, - 
2018-2019,SUCSLUCS,NCR,NON-GRADE,MALE, - 
2018-2019,SUCSLUCS,REGION 1,GRADE 7,FEMALE,  253 
2018-2019,SUCSLUCS,REGION 2,GRADE 7,FEMALE, - 
2018-2019,SUCSLUCS,REGION 3,GRADE 7,FEMALE,  738 
2018-2019,SUCSLUCS,REGION 4A,GRADE 7,FEMALE,  543 
2018-2019,SUCSLUCS,REGION 4B,GRADE 7,FEMALE,  283 
2018-2019,SUCSLUCS,REGION 5,GRADE 7,FEMALE,  180 
2018-2019,SUCSLUCS,REGION 6,GRADE 7,FEMALE,  385 
2018-2019,SUCSLUCS,REGION 7,GRADE 7,FEMALE,  92 
2018-2019,SUCSLUCS,REGION 8,GRADE 7,FEMALE,  387 
2018-2019,SUCSLUCS,REGION 9,GRADE 7,FEMALE,  317 
2018-2019,SUCSLUCS,REGION 10,GRADE 7,FEMALE,  705 
2018-2019,SUCSLUCS,REGION 11,GRADE 7,FEMALE, - 
2018-2019,SUCSLUCS,REGION 12,GRADE 7,FEMALE,  312 
2018-2019,SUCSLUCS,CARAGA,GRADE 7,FEMALE,  48 
2018-2019,SUCSLUCS,BARMM,GRADE 7,FEMALE,"  3,248 "
2018-2019,SUCSLUCS,CAR,GRADE 7,FEMALE,  214 
2018-2019,SUCSLUCS,NCR,GRADE 7,FEMALE,  239 
2018-2019,SUCSLUCS,REGION 1,GRADE 8,FEMALE,  277 
2018-2019,SUCSLUCS,REGION 2,GRADE 8,FEMALE, - 
2018-2019,SUCSLUCS,REGION 3,GRADE 8,FEMALE,  633 
2018-2019,SUCSLUCS,REGION 4A,GRADE 8,FEMALE,  636 
2018-2019,SUCSLUCS,REGION 4B,GRADE 8,FEMALE,  236 
2018-2019,SUCSLUCS,REGION 5,GRADE 8,FEMALE,  184 
2018-2019,SUCSLUCS,REGION 6,GRADE 8,FEMALE,  388 
2018-2019,SUCSLUCS,REGION 7,GRADE 8,FEMALE,  167 
2018-2019,SUCSLUCS,REGION 8,GRADE 8,FEMALE,  432 
2018-2019,SUCSLUCS,REGION 9,GRADE 8,FEMALE,  342 
2018-2019,SUCSLUCS,REGION 10,GRADE 8,FEMALE,  751 
2018-2019,SUCSLUCS,REGION 11,GRADE 8,FEMALE, - 
2018-2019,SUCSLUCS,REGION 12,GRADE 8,FEMALE,  380 
2018-2019,SUCSLUCS,CARAGA,GRADE 8,FEMALE,  75 
2018-2019,SUCSLUCS,BARMM,GRADE 8,FEMALE,"  2,892 "
2018-2019,SUCSLUCS,CAR,GRADE 8,FEMALE,  267 
2018-2019,SUCSLUCS,NCR,GRADE 8,FEMALE,  264 
2018-2019,SUCSLUCS,REGION 1,GRADE 9,FEMALE,  352 
2018-2019,SUCSLUCS,REGION 2,GRADE 9,FEMALE,  24 
2018-2019,SUCSLUCS,REGION 3,GRADE 9,FEMALE,  576 
2018-2019,SUCSLUCS,REGION 4A,GRADE 9,FEMALE,  551 
2018-2019,SUCSLUCS,REGION 4B,GRADE 9,FEMALE,  224 
2018-2019,SUCSLUCS,REGION 5,GRADE 9,FEMALE,  224 
2018-2019,SUCSLUCS,REGION 6,GRADE 9,FEMALE,  403 
2018-2019,SUCSLUCS,REGION 7,GRADE 9,FEMALE,  134 
2018-2019,SUCSLUCS,REGION 8,GRADE 9,FEMALE,  335 
2018-2019,SUCSLUCS,REGION 9,GRADE 9,FEMALE,  286 
2018-2019,SUCSLUCS,REGION 10,GRADE 9,FEMALE,  753 
2018-2019,SUCSLUCS,REGION 11,GRADE 9,FEMALE, - 
2018-2019,SUCSLUCS,REGION 12,GRADE 9,FEMALE,  346 
2018-2019,SUCSLUCS,CARAGA,GRADE 9,FEMALE,  62 
2018-2019,SUCSLUCS,BARMM,GRADE 9,FEMALE,"  2,724 "
2018-2019,SUCSLUCS,CAR,GRADE 9,FEMALE,  268 
2018-2019,SUCSLUCS,NCR,GRADE 9,FEMALE,  228 
2018-2019,SUCSLUCS,REGION 1,GRADE 10,FEMALE,  332 
2018-2019,SUCSLUCS,REGION 2,GRADE 10,FEMALE,  35 
2018-2019,SUCSLUCS,REGION 3,GRADE 10,FEMALE,  550 
2018-2019,SUCSLUCS,REGION 4A,GRADE 10,FEMALE,  589 
2018-2019,SUCSLUCS,REGION 4B,GRADE 10,FEMALE,  223 
2018-2019,SUCSLUCS,REGION 5,GRADE 10,FEMALE,  247 
2018-2019,SUCSLUCS,REGION 6,GRADE 10,FEMALE,  400 
2018-2019,SUCSLUCS,REGION 7,GRADE 10,FEMALE,  170 
2018-2019,SUCSLUCS,REGION 8,GRADE 10,FEMALE,  366 
2018-2019,SUCSLUCS,REGION 9,GRADE 10,FEMALE,  262 
2018-2019,SUCSLUCS,REGION 10,GRADE 10,FEMALE,  685 
2018-2019,SUCSLUCS,REGION 11,GRADE 10,FEMALE, - 
2018-2019,SUCSLUCS,REGION 12,GRADE 10,FEMALE,  283 
2018-2019,SUCSLUCS,CARAGA,GRADE 10,FEMALE,  90 
2018-2019,SUCSLUCS,BARMM,GRADE 10,FEMALE,"  2,679 "
2018-2019,SUCSLUCS,CAR,GRADE 10,FEMALE,  261 
2018-2019,SUCSLUCS,NCR,GRADE 10,FEMALE,  269 
2018-2019,SUCSLUCS,REGION 1,NON-GRADE,FEMALE, - 
2018-2019,SUCSLUCS,REGION 2,NON-GRADE,FEMALE, - 
2018-2019,SUCSLUCS,REGION 3,NON-GRADE,FEMALE, - 
2018-2019,SUCSLUCS,REGION 4A,NON-GRADE,FEMALE, - 
2018-2019,SUCSLUCS,REGION 4B,NON-GRADE,FEMALE, - 
2018-2019,SUCSLUCS,REGION 5,NON-GRADE,FEMALE, - 
2018-2019,SUCSLUCS,REGION 6,NON-GRADE,FEMALE, - 
2018-2019,SUCSLUCS,REGION 7,NON-GRADE,FEMALE, - 
2018-2019,SUCSLUCS,REGION 8,NON-GRADE,FEMALE, - 
2018-2019,SUCSLUCS,REGION 9,NON-GRADE,FEMALE, - 
2018-2019,SUCSLUCS,REGION 10,NON-GRADE,FEMALE, - 
2018-2019,SUCSLUCS,REGION 11,NON-GRADE,FEMALE, - 
2018-2019,SUCSLUCS,REGION 12,NON-GRADE,FEMALE, - 
2018-2019,SUCSLUCS,CARAGA,NON-GRADE,FEMALE, - 
2018-2019,SUCSLUCS,BARMM,NON-GRADE,FEMALE, - 
2018-2019,SUCSLUCS,CAR,NON-GRADE,FEMALE, - 
2018-2019,SUCSLUCS,NCR,NON-GRADE,FEMALE, - 
2019-2020,PUBLIC,REGION 1,GRADE 7,MALE,"  49,397 "
2019-2020,PUBLIC,REGION 2,GRADE 7,MALE,"  32,967 "
2019-2020,PUBLIC,REGION 3,GRADE 7,MALE,"  103,173 "
2019-2020,PUBLIC,REGION 4A,GRADE 7,MALE,"  131,990 "
2019-2020,PUBLIC,REGION 4B,GRADE 7,MALE,"  33,551 "
2019-2020,PUBLIC,REGION 5,GRADE 7,MALE,"  70,051 "
2019-2020,PUBLIC,REGION 6,GRADE 7,MALE,"  82,041 "
2019-2020,PUBLIC,REGION 7,GRADE 7,MALE,"  77,829 "
2019-2020,PUBLIC,REGION 8,GRADE 7,MALE,"  52,553 "
2019-2020,PUBLIC,REGION 9,GRADE 7,MALE,"  42,687 "
2019-2020,PUBLIC,REGION 10,GRADE 7,MALE,"  46,798 "
2019-2020,PUBLIC,REGION 11,GRADE 7,MALE,"  53,169 "
2019-2020,PUBLIC,REGION 12,GRADE 7,MALE,"  47,407 "
2019-2020,PUBLIC,CARAGA,GRADE 7,MALE,"  29,171 "
2019-2020,PUBLIC,BARMM,GRADE 7,MALE,"  22,451 "
2019-2020,PUBLIC,CAR,GRADE 7,MALE,"  14,726 "
2019-2020,PUBLIC,NCR,GRADE 7,MALE,"  98,962 "
2019-2020,PUBLIC,REGION 1,GRADE 8,MALE,"  48,755 "
2019-2020,PUBLIC,REGION 2,GRADE 8,MALE,"  31,964 "
2019-2020,PUBLIC,REGION 3,GRADE 8,MALE,"  99,326 "
2019-2020,PUBLIC,REGION 4A,GRADE 8,MALE,"  130,797 "
2019-2020,PUBLIC,REGION 4B,GRADE 8,MALE,"  34,358 "
2019-2020,PUBLIC,REGION 5,GRADE 8,MALE,"  75,300 "
2019-2020,PUBLIC,REGION 6,GRADE 8,MALE,"  87,485 "
2019-2020,PUBLIC,REGION 7,GRADE 8,MALE,"  80,221 "
2019-2020,PUBLIC,REGION 8,GRADE 8,MALE,"  51,218 "
2019-2020,PUBLIC,REGION 9,GRADE 8,MALE,"  42,475 "
2019-2020,PUBLIC,REGION 10,GRADE 8,MALE,"  45,098 "
2019-2020,PUBLIC,REGION 11,GRADE 8,MALE,"  51,478 "
